Shipment_ID,PO_ID,Vendor_ID,Hospital_ID,Planned_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Received_Quantity,Damaged_Quantity,Delivery_Variance_Days,Delivery_Status,Transport_Mode,Receiving_Status
SHP000267,PO000267,V004,H005,2023-10-16,2023-10-19,473,466,7,3,Delayed,Road,Closed
SHP000268,PO000268,V009,H003,2024-01-02,2024-01-01,210,207,3,-1,Early,Road,Quality Inspection
SHP000269,PO000269,V011,H004,2024-02-13,2024-02-16,128,126,2,3,Delayed,Air,Received
SHP000270,PO000270,V008,H005,2024-03-22,2024-03-21,475,474,1,-1,Early,Road,Received
SHP000271,PO000271,V005,H002,2023-09-28,2023-10-01,465,463,2,3,Delayed,Road,Closed
SHP000272,PO000272,V009,H005,2023-04-09,2023-04-12,393,392,1,3,Delayed,Road,Closed
SHP000273,PO000273,V009,H003,2024-03-26,2024-03-30,494,494,0,4,Delayed,Air,Closed
SHP000274,PO000274,V004,H005,2024-05-11,2024-05-13,230,230,0,2,Delayed,Road,Received
SHP000275,PO000275,V004,H004,2023-04-24,2023-04-24,386,379,7,0,Delivered,Road,Received
SHP000276,PO000276,V011,H001,2023-01-26,2023-01-29,482,474,8,3,Delayed,Road,Quality Inspection
SHP000277,PO000277,V009,H002,2024-02-25,2024-02-26,463,457,6,1,Delayed,Air,Closed
SHP000278,PO000278,V001,H001,2026-01-07,2026-01-05,361,357,4,-2,Early,Road,Quality Inspection
SHP000279,PO000279,V012,H005,2025-04-09,2025-04-11,223,221,2,2,Delayed,Road,Received
SHP000280,PO000280,V004,H001,2023-01-25,2023-01-29,85,85,0,4,Delayed,Road,Received
SHP000281,PO000281,V006,H003,2025-11-16,2025-11-15,432,424,8,-1,Early,Road,Quality Inspection
SHP000282,PO000282,V012,H001,2025-08-13,2025-08-18,224,223,1,5,Delayed,Road,Closed
SHP000283,PO000283,V009,H003,2024-01-07,2024-01-10,447,446,1,3,Delayed,Air,Received
SHP000284,PO000284,V012,H002,2024-01-30,2024-01-30,436,436,0,0,Delivered,Road,Quality Inspection
SHP000285,PO000285,V011,H002,2025-03-11,2025-03-16,388,382,6,5,Delayed,Road,Quality Inspection
SHP000286,PO000286,V008,H002,2024-07-11,2024-07-15,189,188,1,4,Delayed,Road,Received
SHP000287,PO000287,V012,H004,2023-12-10,2023-12-13,270,270,0,3,Delayed,Road,Closed
SHP000288,PO000288,V011,H003,2024-04-12,2024-04-17,319,314,5,5,Delayed,Road,Received
SHP000289,PO000289,V006,H003,2025-09-09,2025-09-13,356,356,0,4,Delayed,Road,Quality Inspection
SHP000290,PO000290,V011,H002,2026-01-01,2026-01-02,442,440,2,1,Delayed,Road,Quality Inspection
SHP000291,PO000291,V001,H001,2023-12-10,2023-12-13,111,111,0,3,Delayed,Road,Quality Inspection
SHP000292,PO000292,V009,H001,2025-11-23,2025-11-23,116,115,1,0,Delivered,Road,Received
SHP000293,PO000293,V012,H004,2023-05-15,2023-05-18,86,85,1,3,Delayed,Air,Received
SHP000294,PO000294,V009,H001,2024-04-03,2024-04-07,59,58,1,4,Delayed,Air,Quality Inspection
SHP000295,PO000295,V010,H002,2023-06-05,2023-06-09,343,340,3,4,Delayed,Road,Quality Inspection
SHP000296,PO000296,V006,H005,2025-02-23,2025-02-25,108,107,1,2,Delayed,Road,Quality Inspection
SHP000297,PO000297,V010,H005,2023-09-14,2023-09-14,460,451,9,0,Delivered,Road,Closed
SHP000298,PO000298,V007,H004,2023-03-13,2023-03-16,95,94,1,3,Delayed,Air,Received
SHP000299,PO000299,V004,H003,2024-04-21,2024-04-25,351,345,6,4,Delayed,Road,Quality Inspection
SHP000300,PO000300,V009,H001,2023-03-19,2023-03-21,431,426,5,2,Delayed,Road,Received
SHP000301,PO000301,V012,H001,2025-07-19,2025-07-18,311,306,5,-1,Early,Road,Closed
SHP000302,PO000302,V009,H004,2024-04-01,2024-04-02,447,442,5,1,Delayed,Road,Closed
SHP000303,PO000303,V003,H004,2024-10-23,2024-10-23,170,170,0,0,Delivered,Road,Received
SHP000304,PO000304,V010,H003,2024-09-21,2024-09-21,358,356,2,0,Delivered,Road,Closed
SHP000305,PO000305,V007,H001,2025-11-06,2025-11-05,140,138,2,-1,Early,Road,Closed
SHP000306,PO000306,V008,H005,2025-05-08,2025-05-13,398,393,5,5,Delayed,Air,Closed
SHP000307,PO000307,V005,H004,2024-04-27,2024-04-30,127,126,1,3,Delayed,Road,Quality Inspection
SHP000308,PO000308,V002,H005,2025-12-31,2026-01-02,457,453,4,2,Delayed,Road,Quality Inspection
SHP000309,PO000309,V002,H001,2025-07-20,2025-07-19,208,205,3,-1,Early,Road,Received
SHP000310,PO000310,V003,H005,2024-07-08,2024-07-11,475,471,4,3,Delayed,Road,Received
SHP000311,PO000311,V010,H001,2024-03-17,2024-03-21,286,282,4,4,Delayed,Road,Closed
SHP000312,PO000312,V001,H002,2025-09-14,2025-09-12,280,276,4,-2,Early,Road,Quality Inspection
SHP000313,PO000313,V008,H004,2025-03-12,2025-03-17,306,305,1,5,Delayed,Air,Quality Inspection
SHP000314,PO000314,V010,H002,2023-08-04,2023-08-03,465,460,5,-1,Early,Air,Received
SHP000315,PO000315,V010,H001,2024-04-12,2024-04-12,70,70,0,0,Delivered,Road,Quality Inspection
SHP000316,PO000316,V005,H003,2023-11-30,2023-11-30,236,234,2,0,Delivered,Air,Quality Inspection
SHP000317,PO000317,V012,H005,2024-12-08,2024-12-12,446,441,5,4,Delayed,Road,Received
SHP000318,PO000318,V007,H002,2024-01-05,2024-01-08,83,82,1,3,Delayed,Road,Closed
SHP000319,PO000319,V012,H004,2023-05-17,2023-05-21,195,193,2,4,Delayed,Road,Closed
SHP000320,PO000320,V003,H003,2023-10-14,2023-10-14,220,220,0,0,Delivered,Road,Received
SHP000321,PO000321,V005,H004,2025-02-24,2025-02-27,208,205,3,3,Delayed,Road,Closed
SHP000322,PO000322,V003,H001,2023-01-30,2023-01-29,208,204,4,-1,Early,Road,Quality Inspection
SHP000323,PO000323,V006,H001,2024-01-21,2024-01-21,393,392,1,0,Delivered,Road,Quality Inspection
SHP000324,PO000324,V003,H004,2024-12-31,2025-01-03,59,58,1,3,Delayed,Road,Received
SHP000325,PO000325,V003,H004,2024-05-18,2024-05-21,442,435,7,3,Delayed,Road,Received
SHP000326,PO000326,V001,H001,2023-07-18,2023-07-18,89,88,1,0,Delivered,Air,Received
SHP000327,PO000327,V007,H001,2024-01-11,2024-01-09,388,383,5,-2,Early,Air,Closed
SHP000328,PO000328,V004,H003,2025-12-23,2025-12-23,355,349,6,0,Delivered,Road,Received
SHP000329,PO000329,V011,H003,2023-04-21,2023-04-21,419,412,7,0,Delivered,Road,Quality Inspection
SHP000330,PO000330,V004,H005,2024-10-12,2024-10-13,277,273,4,1,Delayed,Road,Closed
SHP000331,PO000331,V001,H001,2024-09-11,2024-09-16,169,168,1,5,Delayed,Road,Quality Inspection
SHP000332,PO000332,V004,H003,2025-03-03,2025-03-04,238,234,4,1,Delayed,Air,Quality Inspection
SHP000333,PO000333,V008,H001,2023-08-11,2023-08-13,448,442,6,2,Delayed,Road,Quality Inspection
SHP000334,PO000334,V011,H004,2023-03-17,2023-03-17,468,465,3,0,Delivered,Air,Received
SHP000335,PO000335,V009,H002,2024-01-28,2024-01-30,76,75,1,2,Delayed,Air,Closed
SHP000336,PO000336,V004,H001,2023-06-24,2023-06-23,414,406,8,-1,Early,Air,Quality Inspection
SHP000337,PO000337,V009,H004,2024-10-22,2024-10-21,440,438,2,-1,Early,Road,Closed
SHP000338,PO000338,V009,H002,2025-01-19,2025-01-19,475,469,6,0,Delivered,Road,Received
SHP000339,PO000339,V002,H001,2025-11-25,2025-11-30,228,228,0,5,Delayed,Road,Quality Inspection
SHP000340,PO000340,V008,H005,2025-03-21,2025-03-24,170,167,3,3,Delayed,Air,Quality Inspection
SHP000341,PO000341,V008,H003,2025-12-25,2025-12-26,64,63,1,1,Delayed,Air,Closed
SHP000342,PO000342,V003,H003,2025-10-11,2025-10-14,455,453,2,3,Delayed,Road,Quality Inspection
SHP000343,PO000343,V001,H004,2025-09-25,2025-09-30,406,404,2,5,Delayed,Road,Quality Inspection
SHP000344,PO000344,V008,H005,2025-08-17,2025-08-22,365,365,0,5,Delayed,Air,Received
SHP000345,PO000345,V006,H003,2025-03-07,2025-03-09,160,159,1,2,Delayed,Road,Closed
SHP000346,PO000346,V005,H002,2024-11-08,2024-11-12,106,105,1,4,Delayed,Road,Received
SHP000347,PO000347,V011,H002,2024-09-03,2024-09-01,172,169,3,-2,Early,Road,Closed
SHP000348,PO000348,V012,H004,2023-09-07,2023-09-12,82,82,0,5,Delayed,Air,Quality Inspection
SHP000349,PO000349,V003,H005,2024-03-10,2024-03-08,373,370,3,-2,Early,Road,Quality Inspection
SHP000350,PO000350,V008,H002,2023-11-04,2023-11-08,50,49,1,4,Delayed,Road,Quality Inspection
SHP000351,PO000351,V007,H001,2023-06-26,2023-06-26,390,389,1,0,Delivered,Road,Quality Inspection
SHP000352,PO000352,V009,H005,2025-01-18,2025-01-17,319,315,4,-1,Early,Road,Closed
SHP000353,PO000353,V009,H002,2023-04-13,2023-04-11,249,246,3,-2,Early,Road,Quality Inspection
SHP000354,PO000354,V009,H002,2024-04-11,2024-04-14,179,179,0,3,Delayed,Road,Received
SHP000355,PO000355,V003,H005,2023-02-25,2023-02-28,173,173,0,3,Delayed,Road,Closed
SHP000356,PO000356,V006,H004,2023-11-05,2023-11-08,118,118,0,3,Delayed,Road,Quality Inspection
SHP000357,PO000357,V007,H005,2025-01-08,2025-01-08,475,468,7,0,Delivered,Air,Quality Inspection
SHP000358,PO000358,V009,H001,2023-05-30,2023-05-30,465,463,2,0,Delivered,Road,Quality Inspection
SHP000359,PO000359,V005,H003,2023-12-24,2023-12-22,200,199,1,-2,Early,Road,Received
SHP000360,PO000360,V012,H005,2024-05-05,2024-05-03,211,209,2,-2,Early,Road,Closed
SHP000361,PO000361,V001,H001,2023-03-08,2023-03-13,179,179,0,5,Delayed,Road,Received
SHP000362,PO000362,V011,H004,2024-03-12,2024-03-14,232,232,0,2,Delayed,Air,Quality Inspection
SHP000363,PO000363,V011,H004,2024-11-13,2024-11-15,113,112,1,2,Delayed,Road,Quality Inspection
SHP000364,PO000364,V006,H004,2025-03-24,2025-03-29,247,245,2,5,Delayed,Air,Quality Inspection
SHP000365,PO000365,V011,H002,2024-09-16,2024-09-21,238,234,4,5,Delayed,Road,Received
SHP000366,PO000366,V009,H001,2024-01-22,2024-01-26,90,89,1,4,Delayed,Road,Received
SHP000367,PO000367,V007,H004,2025-06-10,2025-06-12,214,214,0,2,Delayed,Road,Closed
SHP000368,PO000368,V012,H003,2025-10-15,2025-10-17,206,203,3,2,Delayed,Road,Quality Inspection
SHP000369,PO000369,V004,H004,2025-01-11,2025-01-11,403,396,7,0,Delivered,Road,Received
SHP000370,PO000370,V008,H003,2025-05-09,2025-05-12,364,358,6,3,Delayed,Road,Received
SHP000371,PO000371,V003,H005,2023-06-24,2023-06-23,393,387,6,-1,Early,Road,Closed
SHP000372,PO000372,V006,H001,2023-12-29,2023-12-29,65,65,0,0,Delivered,Air,Closed
SHP000373,PO000373,V012,H005,2025-02-06,2025-02-11,67,67,0,5,Delayed,Road,Closed
SHP000374,PO000374,V004,H001,2024-05-27,2024-05-30,235,232,3,3,Delayed,Air,Received
SHP000375,PO000375,V008,H003,2023-09-20,2023-09-20,397,390,7,0,Delivered,Air,Quality Inspection
SHP000376,PO000376,V012,H005,2023-12-22,2023-12-27,440,439,1,5,Delayed,Road,Closed
SHP000377,PO000377,V009,H005,2023-12-23,2023-12-26,253,251,2,3,Delayed,Road,Received
SHP000378,PO000378,V003,H005,2025-04-27,2025-04-26,63,63,0,-1,Early,Road,Quality Inspection
SHP000379,PO000379,V006,H003,2023-11-14,2023-11-13,184,182,2,-1,Early,Road,Received
SHP000380,PO000380,V001,H004,2025-05-05,2025-05-07,405,398,7,2,Delayed,Road,Received
SHP000381,PO000381,V004,H003,2025-11-27,2025-11-26,281,280,1,-1,Early,Air,Quality Inspection
SHP000382,PO000382,V005,H001,2023-07-31,2023-07-30,464,459,5,-1,Early,Road,Closed
SHP000383,PO000383,V012,H005,2025-06-14,2025-06-13,331,327,4,-1,Early,Road,Quality Inspection
SHP000384,PO000384,V012,H002,2023-10-11,2023-10-11,414,412,2,0,Delivered,Road,Closed
SHP000385,PO000385,V001,H001,2025-08-06,2025-08-07,112,112,0,1,Delayed,Road,Received
SHP000386,PO000386,V011,H005,2024-03-05,2024-03-10,63,62,1,5,Delayed,Road,Quality Inspection
SHP000387,PO000387,V009,H002,2025-01-20,2025-01-25,461,453,8,5,Delayed,Road,Received
SHP000388,PO000388,V005,H003,2025-04-12,2025-04-11,208,205,3,-1,Early,Air,Closed
SHP000389,PO000389,V003,H004,2024-03-18,2024-03-23,319,316,3,5,Delayed,Road,Closed
SHP000390,PO000390,V007,H004,2023-02-11,2023-02-10,114,113,1,-1,Early,Road,Quality Inspection
SHP000391,PO000391,V003,H002,2024-04-18,2024-04-23,398,393,5,5,Delayed,Road,Closed
SHP000392,PO000392,V010,H005,2025-02-05,2025-02-05,443,441,2,0,Delivered,Road,Received
SHP000393,PO000393,V010,H001,2023-06-04,2023-06-03,315,314,1,-1,Early,Road,Received
SHP000394,PO000394,V012,H004,2025-05-09,2025-05-12,413,410,3,3,Delayed,Road,Closed
SHP000395,PO000395,V002,H003,2025-03-07,2025-03-09,483,482,1,2,Delayed,Road,Closed
SHP000396,PO000396,V006,H003,2023-07-10,2023-07-12,114,112,2,2,Delayed,Road,Closed
SHP000397,PO000397,V001,H002,2025-12-03,2025-12-02,307,302,5,-1,Early,Road,Closed
SHP000398,PO000398,V001,H001,2025-03-08,2025-03-08,137,135,2,0,Delivered,Road,Closed
SHP000399,PO000399,V005,H004,2025-01-30,2025-02-02,481,472,9,3,Delayed,Road,Received
SHP000400,PO000400,V012,H005,2024-01-05,2024-01-04,73,72,1,-1,Early,Road,Closed
SHP000401,PO000401,V008,H005,2024-04-08,2024-04-12,366,366,0,4,Delayed,Road,Closed
SHP000402,PO000402,V007,H004,2025-04-28,2025-04-30,378,374,4,2,Delayed,Road,Closed
SHP000403,PO000403,V002,H001,2023-11-25,2023-11-29,202,199,3,4,Delayed,Road,Received
SHP000404,PO000404,V004,H001,2025-06-20,2025-06-20,275,272,3,0,Delivered,Road,Received
SHP000405,PO000405,V012,H001,2025-08-02,2025-08-05,360,358,2,3,Delayed,Road,Closed
SHP000406,PO000406,V011,H004,2023-02-10,2023-02-13,425,420,5,3,Delayed,Air,Received
SHP000407,PO000407,V006,H002,2023-12-26,2023-12-29,313,309,4,3,Delayed,Road,Received
SHP000408,PO000408,V003,H001,2023-03-07,2023-03-12,112,111,1,5,Delayed,Road,Received
SHP000409,PO000409,V004,H005,2025-10-19,2025-10-18,75,74,1,-1,Early,Air,Closed
SHP000410,PO000410,V009,H003,2023-12-01,2023-12-05,177,176,1,4,Delayed,Air,Closed
SHP000411,PO000411,V001,H004,2025-11-15,2025-11-18,147,147,0,3,Delayed,Road,Closed
SHP000412,PO000412,V007,H002,2025-03-20,2025-03-25,305,303,2,5,Delayed,Road,Received
SHP000413,PO000413,V005,H001,2024-11-11,2024-11-15,308,305,3,4,Delayed,Air,Received
SHP000414,PO000414,V006,H002,2023-09-20,2023-09-23,74,74,0,3,Delayed,Road,Closed
SHP000415,PO000415,V009,H005,2023-06-03,2023-06-08,196,196,0,5,Delayed,Air,Quality Inspection
SHP000416,PO000416,V002,H001,2025-02-04,2025-02-04,185,183,2,0,Delivered,Road,Quality Inspection
SHP000417,PO000417,V011,H003,2025-02-08,2025-02-06,255,255,0,-2,Early,Road,Received
SHP000418,PO000418,V005,H005,2023-02-04,2023-02-07,333,331,2,3,Delayed,Road,Closed
SHP000419,PO000419,V008,H005,2023-01-25,2023-01-30,441,433,8,5,Delayed,Road,Closed
SHP000420,PO000420,V007,H001,2025-10-29,2025-10-28,115,115,0,-1,Early,Road,Quality Inspection
SHP000421,PO000421,V002,H002,2025-12-10,2025-12-13,436,434,2,3,Delayed,Road,Closed
SHP000422,PO000422,V007,H002,2025-11-26,2025-11-30,306,306,0,4,Delayed,Road,Received
SHP000423,PO000423,V003,H005,2023-09-30,2023-10-03,461,454,7,3,Delayed,Road,Received
SHP000424,PO000424,V004,H002,2024-10-19,2024-10-19,217,213,4,0,Delivered,Road,Quality Inspection
SHP000425,PO000425,V007,H002,2023-09-06,2023-09-08,353,348,5,2,Delayed,Road,Closed
SHP000426,PO000426,V006,H005,2023-09-23,2023-09-28,412,408,4,5,Delayed,Road,Received
SHP000427,PO000427,V003,H001,2023-07-10,2023-07-13,219,219,0,3,Delayed,Air,Closed
SHP000428,PO000428,V003,H002,2024-11-07,2024-11-09,457,457,0,2,Delayed,Road,Quality Inspection
SHP000429,PO000429,V010,H001,2025-12-01,2025-12-02,419,419,0,1,Delayed,Road,Received
SHP000430,PO000430,V004,H001,2025-04-14,2025-04-18,125,123,2,4,Delayed,Road,Closed
SHP000431,PO000431,V011,H001,2023-02-09,2023-02-08,147,147,0,-1,Early,Road,Quality Inspection
SHP000432,PO000432,V010,H001,2023-07-06,2023-07-06,261,256,5,0,Delivered,Road,Closed
SHP000433,PO000433,V011,H001,2023-10-06,2023-10-11,496,496,0,5,Delayed,Road,Closed
SHP000434,PO000434,V009,H004,2023-12-23,2023-12-24,337,335,2,1,Delayed,Air,Quality Inspection
SHP000435,PO000435,V006,H004,2025-01-12,2025-01-16,210,209,1,4,Delayed,Road,Closed
SHP000436,PO000436,V006,H005,2024-06-05,2024-06-08,329,327,2,3,Delayed,Road,Closed
SHP000437,PO000437,V007,H005,2023-07-24,2023-07-26,362,355,7,2,Delayed,Road,Received
SHP000438,PO000438,V001,H003,2025-03-01,2025-03-03,335,333,2,2,Delayed,Road,Quality Inspection
SHP000439,PO000439,V006,H001,2025-03-24,2025-03-26,410,407,3,2,Delayed,Road,Quality Inspection
SHP000440,PO000440,V006,H002,2024-08-16,2024-08-19,295,293,2,3,Delayed,Road,Closed
SHP000441,PO000441,V001,H005,2023-08-01,2023-08-03,197,197,0,2,Delayed,Road,Closed
SHP000442,PO000442,V005,H002,2025-03-27,2025-03-31,252,250,2,4,Delayed,Air,Received
SHP000443,PO000443,V003,H004,2023-03-04,2023-03-06,71,70,1,2,Delayed,Air,Received
SHP000444,PO000444,V001,H003,2024-01-02,2024-01-05,276,271,5,3,Delayed,Road,Quality Inspection
SHP000445,PO000445,V005,H004,2026-01-04,2026-01-05,153,151,2,1,Delayed,Air,Closed
SHP000446,PO000446,V003,H001,2024-12-03,2024-12-05,120,120,0,2,Delayed,Road,Closed
SHP000447,PO000447,V003,H003,2025-12-18,2025-12-19,174,174,0,1,Delayed,Road,Closed
SHP000448,PO000448,V012,H001,2024-12-06,2024-12-07,376,373,3,1,Delayed,Road,Quality Inspection
SHP000449,PO000449,V005,H005,2024-11-01,2024-11-04,417,410,7,3,Delayed,Road,Received
SHP000450,PO000450,V006,H005,2024-10-08,2024-10-06,331,330,1,-2,Early,Road,Quality Inspection
SHP000451,PO000451,V011,H001,2024-01-23,2024-01-28,383,380,3,5,Delayed,Road,Quality Inspection
SHP000452,PO000452,V009,H001,2024-11-21,2024-11-24,196,196,0,3,Delayed,Air,Received
SHP000453,PO000453,V012,H001,2024-12-04,2024-12-05,323,318,5,1,Delayed,Road,Received
SHP000454,PO000454,V007,H005,2024-07-04,2024-07-04,263,262,1,0,Delivered,Air,Received
SHP000455,PO000455,V007,H004,2025-05-22,2025-05-26,453,446,7,4,Delayed,Road,Closed
SHP000456,PO000456,V010,H001,2024-04-20,2024-04-22,498,498,0,2,Delayed,Road,Closed
SHP000457,PO000457,V012,H002,2023-02-27,2023-02-26,221,219,2,-1,Early,Road,Closed
SHP000458,PO000458,V007,H005,2023-12-21,2023-12-26,118,116,2,5,Delayed,Road,Received
SHP000459,PO000459,V003,H005,2025-06-07,2025-06-06,219,218,1,-1,Early,Road,Closed
SHP000460,PO000460,V006,H005,2024-02-12,2024-02-14,417,415,2,2,Delayed,Road,Quality Inspection
SHP000461,PO000461,V008,H003,2023-05-04,2023-05-06,340,335,5,2,Delayed,Road,Received
SHP000462,PO000462,V007,H004,2023-07-24,2023-07-28,473,467,6,4,Delayed,Road,Received
SHP000463,PO000463,V012,H005,2024-09-05,2024-09-09,392,391,1,4,Delayed,Road,Received
SHP000464,PO000464,V004,H005,2025-10-04,2025-10-09,215,214,1,5,Delayed,Road,Quality Inspection
SHP000465,PO000465,V001,H003,2025-02-27,2025-02-28,278,276,2,1,Delayed,Air,Quality Inspection
SHP000466,PO000466,V010,H003,2024-07-07,2024-07-05,183,181,2,-2,Early,Road,Received
SHP000467,PO000467,V002,H005,2024-12-15,2024-12-14,288,286,2,-1,Early,Road,Closed
SHP000468,PO000468,V004,H001,2025-09-05,2025-09-07,403,402,1,2,Delayed,Road,Quality Inspection
SHP000469,PO000469,V011,H005,2023-09-19,2023-09-22,364,361,3,3,Delayed,Road,Received
SHP000470,PO000470,V012,H002,2023-04-14,2023-04-19,128,127,1,5,Delayed,Road,Closed
SHP000471,PO000471,V012,H004,2024-11-01,2024-11-04,262,257,5,3,Delayed,Road,Quality Inspection
SHP000472,PO000472,V010,H003,2025-12-14,2025-12-15,440,437,3,1,Delayed,Road,Closed
SHP000473,PO000473,V010,H005,2025-05-12,2025-05-11,319,316,3,-1,Early,Road,Quality Inspection
SHP000474,PO000474,V006,H003,2023-08-13,2023-08-12,338,338,0,-1,Early,Road,Closed
SHP000475,PO000475,V011,H003,2023-04-02,2023-04-03,343,339,4,1,Delayed,Road,Quality Inspection
SHP000476,PO000476,V010,H005,2025-04-04,2025-04-09,109,107,2,5,Delayed,Road,Closed
SHP000477,PO000477,V009,H001,2023-02-23,2023-02-28,96,95,1,5,Delayed,Air,Quality Inspection
SHP000478,PO000478,V010,H001,2024-04-25,2024-04-25,312,309,3,0,Delivered,Road,Received
SHP000479,PO000479,V006,H004,2025-05-21,2025-05-26,394,390,4,5,Delayed,Road,Quality Inspection
SHP000480,PO000480,V001,H002,2025-11-30,2025-12-02,468,468,0,2,Delayed,Road,Closed
SHP000481,PO000481,V007,H002,2025-11-28,2025-11-27,73,72,1,-1,Early,Road,Received
SHP000482,PO000482,V008,H003,2024-02-21,2024-02-19,85,84,1,-2,Early,Road,Quality Inspection
SHP000483,PO000483,V002,H001,2024-02-22,2024-02-22,443,441,2,0,Delivered,Road,Closed
SHP000484,PO000484,V004,H001,2024-05-16,2024-05-20,241,238,3,4,Delayed,Road,Quality Inspection
SHP000485,PO000485,V011,H003,2024-12-21,2024-12-25,91,91,0,4,Delayed,Road,Quality Inspection
SHP000486,PO000486,V005,H001,2023-03-19,2023-03-18,141,139,2,-1,Early,Road,Received
SHP000487,PO000487,V011,H005,2024-04-21,2024-04-22,477,477,0,1,Delayed,Road,Quality Inspection
SHP000488,PO000488,V010,H004,2025-09-11,2025-09-16,394,388,6,5,Delayed,Road,Received
SHP000489,PO000489,V004,H003,2024-09-23,2024-09-24,285,283,2,1,Delayed,Road,Received
SHP000490,PO000490,V009,H005,2024-04-03,2024-04-02,66,65,1,-1,Early,Road,Received
SHP000491,PO000491,V010,H004,2023-01-30,2023-01-31,155,155,0,1,Delayed,Road,Received
SHP000492,PO000492,V012,H002,2024-12-05,2024-12-10,356,356,0,5,Delayed,Road,Received
SHP000493,PO000493,V005,H001,2023-11-25,2023-11-29,274,273,1,4,Delayed,Road,Received
SHP000494,PO000494,V011,H001,2023-03-09,2023-03-09,307,305,2,0,Delivered,Road,Closed
SHP000495,PO000495,V012,H002,2023-03-30,2023-04-02,345,341,4,3,Delayed,Road,Quality Inspection
SHP000496,PO000496,V001,H003,2025-11-11,2025-11-12,204,203,1,1,Delayed,Air,Closed
SHP000497,PO000497,V009,H004,2023-07-31,2023-08-01,261,259,2,1,Delayed,Road,Closed
SHP000498,PO000498,V006,H003,2023-07-20,2023-07-20,370,364,6,0,Delivered,Road,Received
SHP000499,PO000499,V006,H002,2024-11-27,2024-11-30,379,373,6,3,Delayed,Road,Quality Inspection
SHP000500,PO000500,V009,H004,2023-05-02,2023-05-06,259,258,1,4,Delayed,Road,Received
SHP000501,PO000501,V010,H004,2025-05-10,2025-05-15,173,172,1,5,Delayed,Road,Closed
SHP000502,PO000502,V012,H001,2025-08-11,2025-08-11,462,455,7,0,Delivered,Air,Closed
SHP000503,PO000503,V004,H001,2024-11-18,2024-11-22,263,259,4,4,Delayed,Road,Quality Inspection
SHP000504,PO000504,V007,H002,2024-03-29,2024-03-30,180,179,1,1,Delayed,Road,Received
SHP000505,PO000505,V001,H004,2025-06-14,2025-06-19,483,478,5,5,Delayed,Road,Closed
SHP000506,PO000506,V010,H001,2023-04-02,2023-04-03,76,75,1,1,Delayed,Road,Closed
SHP000507,PO000507,V006,H004,2023-01-27,2023-01-25,497,496,1,-2,Early,Road,Closed
SHP000508,PO000508,V003,H002,2023-08-04,2023-08-05,295,294,1,1,Delayed,Air,Quality Inspection
SHP000509,PO000509,V001,H005,2024-08-25,2024-08-27,57,57,0,2,Delayed,Air,Closed
SHP000510,PO000510,V005,H001,2025-10-21,2025-10-20,432,425,7,-1,Early,Air,Closed
SHP000511,PO000511,V005,H001,2024-05-03,2024-05-04,253,252,1,1,Delayed,Road,Quality Inspection
SHP000512,PO000512,V007,H003,2025-02-14,2025-02-18,288,284,4,4,Delayed,Road,Quality Inspection
SHP000513,PO000513,V002,H004,2023-08-20,2023-08-22,234,230,4,2,Delayed,Air,Quality Inspection
SHP000514,PO000514,V003,H005,2023-09-16,2023-09-15,461,454,7,-1,Early,Road,Quality Inspection
SHP000515,PO000515,V003,H003,2025-05-16,2025-05-17,239,237,2,1,Delayed,Road,Closed
SHP000516,PO000516,V007,H001,2023-08-28,2023-08-29,429,427,2,1,Delayed,Road,Closed
SHP000517,PO000517,V005,H001,2024-03-06,2024-03-10,201,200,1,4,Delayed,Road,Received
SHP000518,PO000518,V001,H004,2023-03-29,2023-04-02,341,335,6,4,Delayed,Road,Closed
SHP000519,PO000519,V004,H002,2023-01-12,2023-01-15,181,178,3,3,Delayed,Air,Closed
SHP000520,PO000520,V009,H005,2023-07-16,2023-07-21,285,284,1,5,Delayed,Road,Quality Inspection
SHP000521,PO000521,V010,H001,2024-07-08,2024-07-08,121,119,2,0,Delivered,Road,Received
SHP000522,PO000522,V010,H001,2025-01-21,2025-01-19,318,318,0,-2,Early,Air,Received
SHP000523,PO000523,V005,H003,2023-11-01,2023-10-30,441,441,0,-2,Early,Road,Closed
SHP000524,PO000524,V011,H003,2025-02-17,2025-02-18,84,84,0,1,Delayed,Road,Closed
SHP000525,PO000525,V010,H005,2025-03-14,2025-03-19,241,241,0,5,Delayed,Road,Closed
SHP000526,PO000526,V006,H001,2023-10-17,2023-10-22,387,380,7,5,Delayed,Road,Closed
SHP000527,PO000527,V002,H005,2024-01-17,2024-01-21,56,56,0,4,Delayed,Road,Quality Inspection
SHP000528,PO000528,V002,H004,2025-10-06,2025-10-08,58,57,1,2,Delayed,Air,Received
SHP000529,PO000529,V004,H005,2023-02-01,2023-01-31,99,99,0,-1,Early,Road,Closed
SHP000530,PO000530,V008,H005,2024-06-15,2024-06-17,467,462,5,2,Delayed,Road,Quality Inspection
SHP000531,PO000531,V001,H003,2023-04-29,2023-04-28,241,238,3,-1,Early,Road,Received
SHP000532,PO000532,V006,H005,2023-06-21,2023-06-22,203,203,0,1,Delayed,Road,Closed
SHP000533,PO000533,V011,H005,2025-11-19,2025-11-17,97,96,1,-2,Early,Road,Closed
SHP000534,PO000534,V003,H005,2025-07-03,2025-07-08,78,78,0,5,Delayed,Road,Received
