Financial_ID,PO_ID,Vendor_ID,Hospital_ID,Department_ID,Cost_Center,Invoice_Number,Invoice_Date,Payment_Due_Date,Payment_Date,Transaction_Date,Expense_Category,Expense_Type,Budget_Amount,Actual_Amount,Variance,Variance_Percentage,Payment_Method,Payment_Status,Fiscal_Year,Fiscal_Quarter,Budget_Status
FIN000246,PO000246,V005,H005,D0095,CC1015,INV-2024-000246,2024-09-08,2024-11-07,2024-11-05,2024-09-08,Laboratory,OPEX,13443222.29,13754099.66,310877.37,2.31,UPI,Paid,FY2024,Q3,Over Budget
FIN000247,PO000247,V011,H002,D0023,CC1003,INV-2025-000247,2025-08-03,2025-10-02,2025-10-01,2025-07-31,Medical Supplies,CAPEX,31590.43,33005.87,1415.44,4.48,ACH,Paid,FY2025,Q3,Over Budget
FIN000248,PO000248,V002,H005,D0096,CC1016,INV-2024-000248,2024-03-09,2024-04-23,2024-05-03,2024-03-06,Pharmacy,CAPEX,35179.1,32581.21,-2597.89,-7.38,Bank Transfer,Partially Paid,FY2024,Q1,Within Budget
FIN000249,PO000249,V007,H003,D0060,CC1020,INV-2025-000249,2025-04-23,2025-06-22,2025-07-02,2025-04-21,Equipment,CAPEX,24413066.54,24171366.66,-241699.88,-0.99,UPI,Overdue,FY2025,Q2,Within Budget
FIN000250,PO000250,V001,H005,D0087,CC1007,INV-2025-000250,2025-08-20,2025-09-19,,2025-08-19,Equipment,CAPEX,116913.58,123737.93,6824.35,5.84,Bank Transfer,Pending,FY2025,Q3,Over Budget
FIN000251,PO000251,V005,H004,D0072,CC1012,INV-2024-000251,2024-09-13,2024-11-12,2024-11-08,2024-09-11,Equipment,OPEX,27686727.93,28479034.47,792306.54,2.86,Bank Transfer,Paid,FY2024,Q3,Over Budget
FIN000252,PO000252,V006,H002,D0031,CC1011,INV-2024-000252,2024-10-24,2024-12-23,2024-12-20,2024-10-21,Administration,OPEX,542429.18,563938.85,21509.67,3.97,ACH,Paid,FY2024,Q4,Over Budget
FIN000253,PO000253,V012,H003,D0055,CC1015,INV-2024-000253,2024-10-14,2024-12-13,2024-12-08,2024-10-14,Administration,CAPEX,19705.13,18004.17,-1700.96,-8.63,ACH,Paid,FY2024,Q4,Within Budget
FIN000254,PO000254,V002,H005,D0100,CC1020,INV-2024-000254,2024-03-30,2024-05-14,,2024-03-29,Equipment,CAPEX,132715.95,123388.74,-9327.21,-7.03,UPI,Pending,FY2024,Q1,Within Budget
FIN000255,PO000255,V009,H004,D0078,CC1018,INV-2023-000255,2023-01-28,2023-03-14,2023-04-04,2023-01-28,Equipment,CAPEX,106747.23,98644.34,-8102.89,-7.59,ACH,Overdue,FY2023,Q1,Within Budget
FIN000256,PO000256,V003,H002,D0037,CC1017,INV-2025-000256,2025-01-23,2025-02-22,2025-02-18,2025-01-22,Pharmacy,OPEX,10196.76,10936.11,739.35,7.25,Wire Transfer,Paid,FY2025,Q1,Over Budget
FIN000257,PO000257,V001,H002,D0028,CC1008,INV-2024-000257,2024-08-22,2024-09-21,2024-09-19,2024-08-20,Administration,OPEX,151788.87,161604.68,9815.81,6.47,UPI,Paid,FY2024,Q3,Over Budget
FIN000258,PO000258,V008,H002,D0022,CC1002,INV-2023-000258,2023-10-13,2023-12-12,2023-12-08,2023-10-12,Administration,CAPEX,15851120.61,15416416.43,-434704.18,-2.74,UPI,Paid,FY2023,Q4,Within Budget
FIN000259,PO000259,V002,H003,D0051,CC1011,INV-2023-000259,2023-11-03,2023-12-18,2023-12-13,2023-11-03,Administration,CAPEX,265155.34,291944.5,26789.16,10.1,ACH,Paid,FY2023,Q4,Over Budget
FIN000260,PO000260,V003,H003,D0050,CC1010,INV-2024-000260,2024-11-26,2024-12-26,2024-12-26,2024-11-23,Laboratory,CAPEX,8943.17,8489.88,-453.29,-5.07,Wire Transfer,Paid,FY2024,Q4,Within Budget
FIN000261,PO000261,V011,H005,D0088,CC1008,INV-2024-000261,2024-11-01,2024-12-31,2024-12-31,2024-10-29,Medical Supplies,OPEX,4736.8,4753.01,16.21,0.34,Cheque,Paid,FY2024,Q4,Over Budget
FIN000262,PO000262,V010,H001,D0016,CC1016,INV-2025-000262,2025-11-26,2026-01-10,2026-01-06,2025-11-23,Equipment,CAPEX,1741.02,1770.91,29.89,1.72,Wire Transfer,Paid,FY2025,Q4,Over Budget
FIN000263,PO000263,V008,H005,D0081,CC1001,INV-2023-000263,2023-09-10,2023-11-09,2023-11-11,2023-09-08,Pharmacy,OPEX,2564551.64,2449802.99,-114748.65,-4.47,Wire Transfer,Partially Paid,FY2023,Q3,Within Budget
FIN000264,PO000264,V002,H003,D0048,CC1008,INV-2024-000264,2024-07-08,2024-08-22,2024-08-21,2024-07-08,Equipment,OPEX,57119.7,60230.77,3111.07,5.45,Bank Transfer,Paid,FY2024,Q3,Over Budget
FIN000265,PO000265,V012,H002,D0040,CC1020,INV-2024-000265,2024-05-28,2024-07-27,2024-08-14,2024-05-25,Equipment,OPEX,33366.82,34828.12,1461.3,4.38,Wire Transfer,Overdue,FY2024,Q2,Over Budget
FIN000266,PO000266,V002,H005,D0087,CC1007,INV-2023-000266,2023-11-23,2024-01-07,2024-01-06,2023-11-21,Laboratory,CAPEX,199020.16,183133.29,-15886.87,-7.98,Cheque,Paid,FY2023,Q4,Within Budget
FIN000267,PO000267,V004,H005,D0081,CC1001,INV-2023-000267,2023-10-20,2023-12-04,2023-12-01,2023-10-17,Administration,CAPEX,11593.19,10776.19,-817.0,-7.05,ACH,Paid,FY2023,Q4,Within Budget
FIN000268,PO000268,V009,H003,D0042,CC1002,INV-2024-000268,2024-01-09,2024-02-23,2024-02-21,2024-01-07,Laboratory,CAPEX,91696.09,97235.72,5539.63,6.04,Wire Transfer,Paid,FY2024,Q1,Over Budget
FIN000269,PO000269,V011,H004,D0065,CC1005,INV-2024-000269,2024-02-14,2024-04-14,2024-04-12,2024-02-14,Pharmacy,CAPEX,26155.59,25965.05,-190.54,-0.73,Wire Transfer,Paid,FY2024,Q1,Within Budget
FIN000270,PO000270,V008,H005,D0083,CC1003,INV-2024-000270,2024-03-27,2024-05-26,2024-05-25,2024-03-27,Pharmacy,CAPEX,15482665.02,17031726.45,1549061.43,10.01,Bank Transfer,Paid,FY2024,Q1,Over Budget
FIN000271,PO000271,V005,H002,D0032,CC1012,INV-2023-000271,2023-10-05,2023-12-04,,2023-10-02,Pharmacy,OPEX,24175469.57,24737764.78,562295.21,2.33,ACH,Pending,FY2023,Q4,Over Budget
FIN000272,PO000272,V009,H005,D0082,CC1002,INV-2023-000272,2023-04-14,2023-05-29,2023-05-27,2023-04-11,Administration,CAPEX,141996.04,129674.79,-12321.25,-8.68,ACH,Paid,FY2023,Q2,Within Budget
FIN000273,PO000273,V009,H003,D0055,CC1015,INV-2024-000273,2024-03-30,2024-05-14,2024-05-14,2024-03-27,Medical Supplies,OPEX,98463.57,104769.48,6305.91,6.4,Wire Transfer,Paid,FY2024,Q1,Over Budget
FIN000274,PO000274,V004,H005,D0085,CC1005,INV-2024-000274,2024-05-15,2024-06-29,2024-06-25,2024-05-12,Equipment,CAPEX,9091.85,8570.8,-521.05,-5.73,UPI,Paid,FY2024,Q2,Within Budget
FIN000275,PO000275,V004,H004,D0066,CC1006,INV-2023-000275,2023-04-26,2023-06-10,2023-06-14,2023-04-23,Administration,CAPEX,11780.39,12224.05,443.66,3.77,UPI,Partially Paid,FY2023,Q2,Over Budget
FIN000276,PO000276,V011,H001,D0019,CC1019,INV-2023-000276,2023-01-29,2023-03-30,,2023-01-26,Pharmacy,CAPEX,26738.9,25091.45,-1647.45,-6.16,Bank Transfer,Pending,FY2023,Q1,Within Budget
FIN000277,PO000277,V009,H002,D0039,CC1019,INV-2024-000277,2024-02-27,2024-04-12,2024-04-21,2024-02-27,Pharmacy,OPEX,188319.08,193411.3,5092.22,2.7,UPI,Partially Paid,FY2024,Q1,Over Budget
FIN000278,PO000278,V001,H001,D0007,CC1007,INV-2026-000278,2026-01-06,2026-02-05,,2026-01-05,Administration,CAPEX,103528.74,104057.56,528.82,0.51,ACH,Pending,FY2026,Q1,Over Budget
FIN000279,PO000279,V012,H005,D0091,CC1011,INV-2025-000279,2025-04-17,2025-06-16,2025-06-11,2025-04-14,Equipment,OPEX,25474.77,25351.9,-122.87,-0.48,UPI,Paid,FY2025,Q2,Within Budget
FIN000280,PO000280,V004,H001,D0010,CC1010,INV-2023-000280,2023-01-27,2023-03-13,2023-03-10,2023-01-27,Pharmacy,CAPEX,12747.93,11699.2,-1048.73,-8.23,ACH,Paid,FY2023,Q1,Within Budget
FIN000281,PO000281,V006,H003,D0041,CC1001,INV-2025-000281,2025-11-22,2026-01-21,2026-01-17,2025-11-21,Laboratory,OPEX,8883591.15,9040976.27,157385.12,1.77,ACH,Paid,FY2025,Q4,Over Budget
FIN000282,PO000282,V012,H001,D0013,CC1013,INV-2025-000282,2025-08-17,2025-10-16,2025-10-23,2025-08-15,Administration,CAPEX,12353.56,12307.57,-45.99,-0.37,Wire Transfer,Partially Paid,FY2025,Q3,Within Budget
FIN000283,PO000283,V009,H003,D0045,CC1005,INV-2024-000283,2024-01-14,2024-02-28,2024-03-04,2024-01-11,Administration,CAPEX,104544.29,95794.68,-8749.61,-8.37,Wire Transfer,Partially Paid,FY2024,Q1,Within Budget
FIN000284,PO000284,V012,H002,D0033,CC1013,INV-2024-000284,2024-01-31,2024-03-31,2024-04-04,2024-01-30,Administration,CAPEX,17551.28,17173.21,-378.07,-2.15,ACH,Partially Paid,FY2024,Q1,Within Budget
FIN000285,PO000285,V011,H002,D0030,CC1010,INV-2025-000285,2025-03-14,2025-05-13,,2025-03-12,Equipment,CAPEX,4842.86,4449.94,-392.92,-8.11,Wire Transfer,Pending,FY2025,Q1,Within Budget
FIN000286,PO000286,V008,H002,D0032,CC1012,INV-2024-000286,2024-07-16,2024-09-14,2024-09-10,2024-07-14,Administration,CAPEX,2428563.51,2438413.03,9849.52,0.41,Cheque,Paid,FY2024,Q3,Over Budget
FIN000287,PO000287,V012,H004,D0077,CC1017,INV-2023-000287,2023-12-15,2024-02-13,2024-02-11,2023-12-14,Medical Supplies,CAPEX,8367.0,7866.12,-500.88,-5.99,Cheque,Paid,FY2023,Q4,Within Budget
FIN000288,PO000288,V011,H003,D0049,CC1009,INV-2024-000288,2024-04-16,2024-06-15,2024-06-11,2024-04-13,Pharmacy,CAPEX,16654.43,16150.62,-503.81,-3.03,ACH,Paid,FY2024,Q2,Within Budget
FIN000289,PO000289,V006,H003,D0041,CC1001,INV-2025-000289,2025-09-11,2025-11-10,2025-11-05,2025-09-10,Administration,OPEX,1220367.35,1323830.94,103463.59,8.48,ACH,Paid,FY2025,Q3,Over Budget
FIN000290,PO000290,V011,H002,D0026,CC1006,INV-2026-000290,2026-01-07,2026-03-08,2026-03-05,2026-01-04,Medical Supplies,OPEX,17571.12,19298.36,1727.24,9.83,Bank Transfer,Paid,FY2026,Q1,Over Budget
FIN000291,PO000291,V001,H001,D0012,CC1012,INV-2023-000291,2023-12-14,2024-01-13,2024-01-10,2023-12-13,Laboratory,OPEX,239559.02,219194.98,-20364.04,-8.5,Wire Transfer,Paid,FY2023,Q4,Within Budget
FIN000292,PO000292,V009,H001,D0013,CC1013,INV-2025-000292,2025-11-28,2026-01-12,2026-01-13,2025-11-28,Administration,OPEX,42455.32,44030.12,1574.8,3.71,UPI,Partially Paid,FY2025,Q4,Over Budget
FIN000293,PO000293,V012,H004,D0071,CC1011,INV-2023-000293,2023-05-20,2023-07-19,2023-07-21,2023-05-20,Laboratory,OPEX,6358.48,6068.77,-289.71,-4.56,Bank Transfer,Partially Paid,FY2023,Q2,Within Budget
FIN000294,PO000294,V009,H001,D0010,CC1010,INV-2024-000294,2024-04-05,2024-05-20,,2024-04-02,Equipment,CAPEX,71189.62,64751.13,-6438.49,-9.04,Bank Transfer,Pending,FY2024,Q2,Within Budget
FIN000295,PO000295,V010,H002,D0037,CC1017,INV-2023-000295,2023-06-10,2023-07-25,2023-07-30,2023-06-10,Pharmacy,CAPEX,5007.95,5552.95,545.0,10.88,UPI,Partially Paid,FY2023,Q2,Over Budget
FIN000296,PO000296,V006,H005,D0081,CC1001,INV-2025-000296,2025-02-28,2025-04-29,2025-05-18,2025-02-27,Pharmacy,OPEX,2374818.58,2363324.06,-11494.52,-0.48,Bank Transfer,Overdue,FY2025,Q1,Within Budget
FIN000297,PO000297,V010,H005,D0081,CC1001,INV-2023-000297,2023-09-17,2023-11-01,2023-10-27,2023-09-14,Equipment,OPEX,4240.35,4388.97,148.62,3.5,Wire Transfer,Paid,FY2023,Q3,Over Budget
FIN000298,PO000298,V007,H004,D0077,CC1017,INV-2023-000298,2023-03-16,2023-05-15,2023-05-10,2023-03-15,Laboratory,CAPEX,752220.49,710880.29,-41340.2,-5.5,UPI,Paid,FY2023,Q1,Within Budget
FIN000299,PO000299,V004,H003,D0059,CC1019,INV-2024-000299,2024-04-25,2024-06-09,,2024-04-22,Equipment,OPEX,11274.73,11676.58,401.85,3.56,Cheque,Pending,FY2024,Q2,Over Budget
FIN000300,PO000300,V009,H001,D0018,CC1018,INV-2023-000300,2023-03-24,2023-05-08,2023-05-05,2023-03-23,Equipment,CAPEX,72876.5,75541.58,2665.08,3.66,Wire Transfer,Paid,FY2023,Q1,Over Budget
FIN000301,PO000301,V012,H001,D0006,CC1006,INV-2025-000301,2025-07-19,2025-09-17,2025-09-13,2025-07-17,Medical Supplies,CAPEX,26722.75,24498.15,-2224.6,-8.32,Wire Transfer,Paid,FY2025,Q3,Within Budget
FIN000302,PO000302,V009,H004,D0080,CC1020,INV-2024-000302,2024-03-30,2024-05-14,,2024-03-30,Laboratory,CAPEX,60329.97,58090.37,-2239.6,-3.71,ACH,Pending,FY2024,Q1,Within Budget
FIN000303,PO000303,V003,H004,D0076,CC1016,INV-2024-000303,2024-10-26,2024-11-25,,2024-10-24,Pharmacy,CAPEX,5675.2,5784.63,109.43,1.93,UPI,Pending,FY2024,Q4,Over Budget
FIN000304,PO000304,V010,H003,D0046,CC1006,INV-2024-000304,2024-09-24,2024-11-08,2024-11-05,2024-09-23,Administration,CAPEX,3394.84,3595.58,200.74,5.91,Cheque,Paid,FY2024,Q3,Over Budget
FIN000305,PO000305,V007,H001,D0013,CC1013,INV-2025-000305,2025-11-07,2026-01-06,,2025-11-04,Equipment,OPEX,757964.45,728540.07,-29424.38,-3.88,UPI,Pending,FY2025,Q4,Within Budget
FIN000306,PO000306,V008,H005,D0087,CC1007,INV-2025-000306,2025-05-08,2025-07-07,2025-07-03,2025-05-08,Pharmacy,OPEX,18047649.4,16794338.13,-1253311.27,-6.94,UPI,Paid,FY2025,Q2,Within Budget
FIN000307,PO000307,V005,H004,D0065,CC1005,INV-2024-000307,2024-04-30,2024-06-29,2024-06-28,2024-04-29,Equipment,CAPEX,31735113.32,34403378.9,2668265.58,8.41,UPI,Paid,FY2024,Q2,Over Budget
FIN000308,PO000308,V002,H005,D0095,CC1015,INV-2025-000308,2026-01-01,2026-02-15,,2025-12-31,Laboratory,OPEX,187358.1,189563.08,2204.98,1.18,UPI,Pending,FY2025,Q4,Over Budget
FIN000309,PO000309,V002,H001,D0018,CC1018,INV-2025-000309,2025-07-23,2025-09-06,2025-09-02,2025-07-23,Laboratory,CAPEX,115914.44,117192.24,1277.8,1.1,UPI,Paid,FY2025,Q3,Over Budget
FIN000310,PO000310,V003,H005,D0094,CC1014,INV-2024-000310,2024-07-15,2024-08-14,,2024-07-12,Pharmacy,OPEX,17089.1,18747.35,1658.25,9.7,Cheque,Pending,FY2024,Q3,Over Budget
FIN000311,PO000311,V010,H001,D0016,CC1016,INV-2024-000311,2024-03-20,2024-05-04,,2024-03-20,Administration,OPEX,13551.47,14251.33,699.86,5.16,Bank Transfer,Pending,FY2024,Q1,Over Budget
FIN000312,PO000312,V001,H002,D0024,CC1004,INV-2025-000312,2025-09-15,2025-10-15,2025-10-15,2025-09-15,Medical Supplies,CAPEX,74860.28,76020.39,1160.11,1.55,Bank Transfer,Paid,FY2025,Q3,Over Budget
FIN000313,PO000313,V008,H004,D0080,CC1020,INV-2025-000313,2025-03-18,2025-05-17,,2025-03-17,Laboratory,CAPEX,29725154.93,31047202.52,1322047.59,4.45,Cheque,Pending,FY2025,Q1,Over Budget
FIN000314,PO000314,V010,H002,D0039,CC1019,INV-2023-000314,2023-08-12,2023-09-26,2023-09-21,2023-08-09,Administration,OPEX,2077.46,2099.06,21.6,1.04,Wire Transfer,Paid,FY2023,Q3,Over Budget
FIN000315,PO000315,V010,H001,D0018,CC1018,INV-2024-000315,2024-04-15,2024-05-30,2024-05-25,2024-04-12,Equipment,OPEX,3065.66,3318.8,253.14,8.26,Bank Transfer,Paid,FY2024,Q2,Over Budget
FIN000316,PO000316,V005,H003,D0047,CC1007,INV-2023-000316,2023-12-04,2024-02-02,,2023-12-01,Administration,CAPEX,9447883.38,8622706.44,-825176.94,-8.73,UPI,Pending,FY2023,Q4,Within Budget
FIN000317,PO000317,V012,H005,D0097,CC1017,INV-2024-000317,2024-12-11,2025-02-09,2025-02-07,2024-12-10,Equipment,CAPEX,27886.11,28576.07,689.96,2.47,ACH,Paid,FY2024,Q4,Over Budget
FIN000318,PO000318,V007,H002,D0026,CC1006,INV-2024-000318,2024-01-08,2024-03-08,2024-03-03,2024-01-08,Laboratory,OPEX,40255933.55,37017560.64,-3238372.91,-8.04,ACH,Paid,FY2024,Q1,Within Budget
FIN000319,PO000319,V012,H004,D0079,CC1019,INV-2023-000319,2023-05-15,2023-07-14,2023-07-11,2023-05-15,Administration,OPEX,20705.03,21998.16,1293.13,6.25,ACH,Paid,FY2023,Q2,Over Budget
FIN000320,PO000320,V003,H003,D0048,CC1008,INV-2023-000320,2023-10-18,2023-11-17,2023-11-13,2023-10-15,Equipment,OPEX,29266.35,27923.02,-1343.33,-4.59,ACH,Paid,FY2023,Q4,Within Budget
FIN000321,PO000321,V005,H004,D0079,CC1019,INV-2025-000321,2025-02-24,2025-04-25,2025-04-20,2025-02-22,Administration,CAPEX,3055701.85,3053322.79,-2379.06,-0.08,UPI,Paid,FY2025,Q1,Within Budget
FIN000322,PO000322,V003,H001,D0003,CC1003,INV-2023-000322,2023-01-30,2023-03-01,2023-02-28,2023-01-28,Administration,OPEX,17380.49,17046.66,-333.83,-1.92,Cheque,Paid,FY2023,Q1,Within Budget
FIN000323,PO000323,V006,H001,D0005,CC1005,INV-2024-000323,2024-01-20,2024-03-20,2024-03-16,2024-01-20,Equipment,CAPEX,2785749.84,2901519.93,115770.09,4.16,UPI,Paid,FY2024,Q1,Over Budget
FIN000324,PO000324,V003,H004,D0079,CC1019,INV-2025-000324,2025-01-04,2025-02-03,2025-02-13,2025-01-02,Laboratory,CAPEX,12733.6,12744.76,11.16,0.09,Cheque,Partially Paid,FY2025,Q1,Over Budget
FIN000325,PO000325,V003,H004,D0063,CC1003,INV-2024-000325,2024-05-21,2024-06-20,2024-06-16,2024-05-19,Laboratory,OPEX,5566.27,5670.31,104.04,1.87,ACH,Paid,FY2024,Q2,Over Budget
FIN000326,PO000326,V001,H001,D0003,CC1003,INV-2023-000326,2023-07-23,2023-08-22,2023-08-28,2023-07-22,Administration,CAPEX,144246.34,150233.56,5987.22,4.15,Cheque,Overdue,FY2023,Q3,Over Budget
FIN000327,PO000327,V007,H001,D0019,CC1019,INV-2024-000327,2024-01-11,2024-03-11,2024-03-09,2024-01-10,Equipment,CAPEX,18190000.24,17983951.78,-206048.46,-1.13,Bank Transfer,Paid,FY2024,Q1,Within Budget
FIN000328,PO000328,V004,H003,D0042,CC1002,INV-2025-000328,2025-12-23,2026-02-06,2026-02-01,2025-12-21,Equipment,OPEX,2618.85,2414.92,-203.93,-7.79,Wire Transfer,Paid,FY2025,Q4,Within Budget
FIN000329,PO000329,V011,H003,D0058,CC1018,INV-2023-000329,2023-04-20,2023-06-19,2023-06-30,2023-04-20,Administration,OPEX,15943.84,16345.39,401.55,2.52,Cheque,Overdue,FY2023,Q2,Over Budget
FIN000330,PO000330,V004,H005,D0093,CC1013,INV-2024-000330,2024-10-12,2024-11-26,2024-11-26,2024-10-10,Equipment,OPEX,2470.06,2622.76,152.7,6.18,Bank Transfer,Paid,FY2024,Q4,Over Budget
FIN000331,PO000331,V001,H001,D0010,CC1010,INV-2024-000331,2024-09-14,2024-10-14,2024-10-23,2024-09-11,Equipment,CAPEX,176231.07,167938.94,-8292.13,-4.71,ACH,Partially Paid,FY2024,Q3,Within Budget
FIN000332,PO000332,V004,H003,D0041,CC1001,INV-2025-000332,2025-03-05,2025-04-19,2025-04-15,2025-03-03,Pharmacy,CAPEX,6537.13,6469.74,-67.39,-1.03,Wire Transfer,Paid,FY2025,Q1,Within Budget
FIN000333,PO000333,V008,H001,D0019,CC1019,INV-2023-000333,2023-08-18,2023-10-17,2023-10-12,2023-08-15,Laboratory,CAPEX,32213271.33,33143649.24,930377.91,2.89,ACH,Paid,FY2023,Q3,Over Budget
FIN000334,PO000334,V011,H004,D0074,CC1014,INV-2023-000334,2023-03-22,2023-05-21,2023-05-20,2023-03-19,Equipment,OPEX,9093.82,9335.22,241.4,2.65,Wire Transfer,Paid,FY2023,Q1,Over Budget
FIN000335,PO000335,V009,H002,D0039,CC1019,INV-2024-000335,2024-02-04,2024-03-20,2024-03-19,2024-02-01,Pharmacy,OPEX,104142.2,103043.52,-1098.68,-1.05,Cheque,Paid,FY2024,Q1,Within Budget
FIN000336,PO000336,V004,H001,D0013,CC1013,INV-2023-000336,2023-06-27,2023-08-11,2023-08-06,2023-06-26,Pharmacy,CAPEX,4893.61,4826.25,-67.36,-1.38,Cheque,Paid,FY2023,Q2,Within Budget
FIN000337,PO000337,V009,H004,D0075,CC1015,INV-2024-000337,2024-10-28,2024-12-12,2024-12-07,2024-10-25,Pharmacy,OPEX,39692.73,36305.38,-3387.35,-8.53,ACH,Paid,FY2024,Q4,Within Budget
FIN000338,PO000338,V009,H002,D0033,CC1013,INV-2025-000338,2025-01-24,2025-03-10,2025-03-06,2025-01-21,Medical Supplies,OPEX,105809.03,101343.56,-4465.47,-4.22,Bank Transfer,Paid,FY2025,Q1,Within Budget
FIN000339,PO000339,V002,H001,D0010,CC1010,INV-2025-000339,2025-11-29,2026-01-13,,2025-11-29,Laboratory,OPEX,227597.95,208989.98,-18607.97,-8.18,ACH,Pending,FY2025,Q4,Within Budget
FIN000340,PO000340,V008,H005,D0082,CC1002,INV-2025-000340,2025-03-20,2025-05-19,2025-05-15,2025-03-19,Laboratory,CAPEX,23616238.57,25849829.59,2233591.02,9.46,Bank Transfer,Paid,FY2025,Q1,Over Budget
FIN000341,PO000341,V008,H003,D0046,CC1006,INV-2025-000341,2025-12-28,2026-02-26,,2025-12-25,Medical Supplies,OPEX,516884.79,504983.81,-11900.98,-2.3,UPI,Pending,FY2025,Q4,Within Budget
FIN000342,PO000342,V003,H003,D0057,CC1017,INV-2025-000342,2025-10-11,2025-11-10,2025-11-05,2025-10-11,Pharmacy,CAPEX,14686.59,14536.45,-150.14,-1.02,Bank Transfer,Paid,FY2025,Q4,Within Budget
FIN000343,PO000343,V001,H004,D0062,CC1002,INV-2025-000343,2025-09-27,2025-10-27,2025-11-06,2025-09-24,Medical Supplies,OPEX,124268.27,124213.22,-55.05,-0.04,UPI,Overdue,FY2025,Q3,Within Budget
FIN000344,PO000344,V008,H005,D0084,CC1004,INV-2025-000344,2025-08-17,2025-10-16,2025-10-14,2025-08-16,Pharmacy,CAPEX,1242148.23,1335960.01,93811.78,7.55,Cheque,Paid,FY2025,Q3,Over Budget
FIN000345,PO000345,V006,H003,D0060,CC1020,INV-2025-000345,2025-03-13,2025-05-12,2025-05-11,2025-03-10,Equipment,CAPEX,28867458.66,31521442.83,2653984.17,9.19,Bank Transfer,Paid,FY2025,Q1,Over Budget
FIN000346,PO000346,V005,H002,D0037,CC1017,INV-2024-000346,2024-11-09,2025-01-08,2025-01-05,2024-11-09,Laboratory,CAPEX,41486435.31,40248896.69,-1237538.62,-2.98,Bank Transfer,Paid,FY2024,Q4,Within Budget
FIN000347,PO000347,V011,H002,D0030,CC1010,INV-2024-000347,2024-09-09,2024-11-08,2024-11-05,2024-09-08,Pharmacy,OPEX,7623.96,7421.0,-202.96,-2.66,UPI,Paid,FY2024,Q3,Within Budget
FIN000348,PO000348,V012,H004,D0064,CC1004,INV-2023-000348,2023-09-09,2023-11-08,2023-11-03,2023-09-08,Administration,CAPEX,12743.55,11757.88,-985.67,-7.73,Wire Transfer,Paid,FY2023,Q3,Within Budget
FIN000349,PO000349,V003,H005,D0084,CC1004,INV-2024-000349,2024-03-15,2024-04-14,,2024-03-15,Pharmacy,OPEX,5039.8,5542.43,502.63,9.97,ACH,Pending,FY2024,Q1,Over Budget
FIN000350,PO000350,V008,H002,D0039,CC1019,INV-2023-000350,2023-11-08,2024-01-07,2024-01-06,2023-11-06,Administration,OPEX,48861446.84,45002348.22,-3859098.62,-7.9,Cheque,Paid,FY2023,Q4,Within Budget
FIN000351,PO000351,V007,H001,D0010,CC1010,INV-2023-000351,2023-07-03,2023-09-01,2023-08-31,2023-07-01,Administration,CAPEX,22363618.72,20596918.3,-1766700.42,-7.9,UPI,Paid,FY2023,Q3,Within Budget
FIN000352,PO000352,V009,H005,D0089,CC1009,INV-2025-000352,2025-01-18,2025-03-04,,2025-01-17,Medical Supplies,CAPEX,37723.04,39036.79,1313.75,3.48,Bank Transfer,Pending,FY2025,Q1,Over Budget
FIN000353,PO000353,V009,H002,D0040,CC1020,INV-2023-000353,2023-04-18,2023-06-02,2023-06-17,2023-04-17,Administration,CAPEX,45097.16,49043.33,3946.17,8.75,Wire Transfer,Overdue,FY2023,Q2,Over Budget
FIN000354,PO000354,V009,H002,D0028,CC1008,INV-2024-000354,2024-04-14,2024-05-29,,2024-04-12,Laboratory,CAPEX,29255.48,32293.48,3038.0,10.38,ACH,Pending,FY2024,Q2,Over Budget
FIN000355,PO000355,V003,H005,D0092,CC1012,INV-2023-000355,2023-03-05,2023-04-04,2023-03-30,2023-03-02,Administration,CAPEX,4850.97,4995.01,144.04,2.97,Bank Transfer,Paid,FY2023,Q1,Over Budget
FIN000356,PO000356,V006,H004,D0079,CC1019,INV-2023-000356,2023-11-10,2024-01-09,,2023-11-08,Medical Supplies,OPEX,14737744.8,13976931.75,-760813.05,-5.16,Wire Transfer,Pending,FY2023,Q4,Within Budget
FIN000357,PO000357,V007,H005,D0096,CC1016,INV-2025-000357,2025-01-14,2025-03-15,,2025-01-13,Pharmacy,CAPEX,8253393.25,8866567.91,613174.66,7.43,Bank Transfer,Pending,FY2025,Q1,Over Budget
FIN000358,PO000358,V009,H001,D0002,CC1002,INV-2023-000358,2023-06-03,2023-07-18,2023-07-16,2023-06-01,Medical Supplies,OPEX,82757.94,90120.41,7362.47,8.9,Bank Transfer,Paid,FY2023,Q2,Over Budget
FIN000359,PO000359,V005,H003,D0058,CC1018,INV-2023-000359,2023-12-28,2024-02-26,2024-02-22,2023-12-25,Laboratory,OPEX,1845351.29,1968420.15,123068.86,6.67,Bank Transfer,Paid,FY2023,Q4,Over Budget
FIN000360,PO000360,V012,H005,D0095,CC1015,INV-2024-000360,2024-05-09,2024-07-08,2024-07-06,2024-05-09,Laboratory,OPEX,15238.5,16601.05,1362.55,8.94,Wire Transfer,Paid,FY2024,Q2,Over Budget
FIN000361,PO000361,V001,H001,D0008,CC1008,INV-2023-000361,2023-03-09,2023-04-08,,2023-03-09,Administration,OPEX,180821.69,183993.36,3171.67,1.75,UPI,Pending,FY2023,Q1,Over Budget
