Date_Key,Date,Day,Day_Name,Week_Number,Month,Month_Name,Quarter,Year,Fiscal_Year,Fiscal_Quarter,Is_Weekend,Is_Month_Start,Day_Of_Year
20231106,2023-11-06,6,Monday,45,11,November,4,2023,FY2023,Q4,No,No,310
20231107,2023-11-07,7,Tuesday,45,11,November,4,2023,FY2023,Q4,No,No,311
20231108,2023-11-08,8,Wednesday,45,11,November,4,2023,FY2023,Q4,No,No,312
20231109,2023-11-09,9,Thursday,45,11,November,4,2023,FY2023,Q4,No,No,313
20231110,2023-11-10,10,Friday,45,11,November,4,2023,FY2023,Q4,No,No,314
20231111,2023-11-11,11,Saturday,45,11,November,4,2023,FY2023,Q4,Yes,No,315
20231112,2023-11-12,12,Sunday,45,11,November,4,2023,FY2023,Q4,Yes,No,316
20231113,2023-11-13,13,Monday,46,11,November,4,2023,FY2023,Q4,No,No,317
20231114,2023-11-14,14,Tuesday,46,11,November,4,2023,FY2023,Q4,No,No,318
20231115,2023-11-15,15,Wednesday,46,11,November,4,2023,FY2023,Q4,No,No,319
20231116,2023-11-16,16,Thursday,46,11,November,4,2023,FY2023,Q4,No,No,320
20231117,2023-11-17,17,Friday,46,11,November,4,2023,FY2023,Q4,No,No,321
20231118,2023-11-18,18,Saturday,46,11,November,4,2023,FY2023,Q4,Yes,No,322
20231119,2023-11-19,19,Sunday,46,11,November,4,2023,FY2023,Q4,Yes,No,323
20231120,2023-11-20,20,Monday,47,11,November,4,2023,FY2023,Q4,No,No,324
20231121,2023-11-21,21,Tuesday,47,11,November,4,2023,FY2023,Q4,No,No,325
20231122,2023-11-22,22,Wednesday,47,11,November,4,2023,FY2023,Q4,No,No,326
20231123,2023-11-23,23,Thursday,47,11,November,4,2023,FY2023,Q4,No,No,327
20231124,2023-11-24,24,Friday,47,11,November,4,2023,FY2023,Q4,No,No,328
20231125,2023-11-25,25,Saturday,47,11,November,4,2023,FY2023,Q4,Yes,No,329
20231126,2023-11-26,26,Sunday,47,11,November,4,2023,FY2023,Q4,Yes,No,330
20231127,2023-11-27,27,Monday,48,11,November,4,2023,FY2023,Q4,No,No,331
20231128,2023-11-28,28,Tuesday,48,11,November,4,2023,FY2023,Q4,No,No,332
20231129,2023-11-29,29,Wednesday,48,11,November,4,2023,FY2023,Q4,No,No,333
20231130,2023-11-30,30,Thursday,48,11,November,4,2023,FY2023,Q4,No,No,334
20231201,2023-12-01,1,Friday,48,12,December,4,2023,FY2023,Q4,No,Yes,335
20231202,2023-12-02,2,Saturday,48,12,December,4,2023,FY2023,Q4,Yes,No,336
20231203,2023-12-03,3,Sunday,48,12,December,4,2023,FY2023,Q4,Yes,No,337
20231204,2023-12-04,4,Monday,49,12,December,4,2023,FY2023,Q4,No,No,338
20231205,2023-12-05,5,Tuesday,49,12,December,4,2023,FY2023,Q4,No,No,339
20231206,2023-12-06,6,Wednesday,49,12,December,4,2023,FY2023,Q4,No,No,340
20231207,2023-12-07,7,Thursday,49,12,December,4,2023,FY2023,Q4,No,No,341
20231208,2023-12-08,8,Friday,49,12,December,4,2023,FY2023,Q4,No,No,342
20231209,2023-12-09,9,Saturday,49,12,December,4,2023,FY2023,Q4,Yes,No,343
20231210,2023-12-10,10,Sunday,49,12,December,4,2023,FY2023,Q4,Yes,No,344
20231211,2023-12-11,11,Monday,50,12,December,4,2023,FY2023,Q4,No,No,345
20231212,2023-12-12,12,Tuesday,50,12,December,4,2023,FY2023,Q4,No,No,346
20231213,2023-12-13,13,Wednesday,50,12,December,4,2023,FY2023,Q4,No,No,347
20231214,2023-12-14,14,Thursday,50,12,December,4,2023,FY2023,Q4,No,No,348
20231215,2023-12-15,15,Friday,50,12,December,4,2023,FY2023,Q4,No,No,349
20231216,2023-12-16,16,Saturday,50,12,December,4,2023,FY2023,Q4,Yes,No,350
20231217,2023-12-17,17,Sunday,50,12,December,4,2023,FY2023,Q4,Yes,No,351
20231218,2023-12-18,18,Monday,51,12,December,4,2023,FY2023,Q4,No,No,352
20231219,2023-12-19,19,Tuesday,51,12,December,4,2023,FY2023,Q4,No,No,353
20231220,2023-12-20,20,Wednesday,51,12,December,4,2023,FY2023,Q4,No,No,354
20231221,2023-12-21,21,Thursday,51,12,December,4,2023,FY2023,Q4,No,No,355
20231222,2023-12-22,22,Friday,51,12,December,4,2023,FY2023,Q4,No,No,356
20231223,2023-12-23,23,Saturday,51,12,December,4,2023,FY2023,Q4,Yes,No,357
20231224,2023-12-24,24,Sunday,51,12,December,4,2023,FY2023,Q4,Yes,No,358
20231225,2023-12-25,25,Monday,52,12,December,4,2023,FY2023,Q4,No,No,359
20231226,2023-12-26,26,Tuesday,52,12,December,4,2023,FY2023,Q4,No,No,360
20231227,2023-12-27,27,Wednesday,52,12,December,4,2023,FY2023,Q4,No,No,361
20231228,2023-12-28,28,Thursday,52,12,December,4,2023,FY2023,Q4,No,No,362
20231229,2023-12-29,29,Friday,52,12,December,4,2023,FY2023,Q4,No,No,363
20231230,2023-12-30,30,Saturday,52,12,December,4,2023,FY2023,Q4,Yes,No,364
20231231,2023-12-31,31,Sunday,52,12,December,4,2023,FY2023,Q4,Yes,No,365
20240101,2024-01-01,1,Monday,1,1,January,1,2024,FY2024,Q1,No,Yes,1
20240102,2024-01-02,2,Tuesday,1,1,January,1,2024,FY2024,Q1,No,No,2
20240103,2024-01-03,3,Wednesday,1,1,January,1,2024,FY2024,Q1,No,No,3
20240104,2024-01-04,4,Thursday,1,1,January,1,2024,FY2024,Q1,No,No,4
20240105,2024-01-05,5,Friday,1,1,January,1,2024,FY2024,Q1,No,No,5
20240106,2024-01-06,6,Saturday,1,1,January,1,2024,FY2024,Q1,Yes,No,6
20240107,2024-01-07,7,Sunday,1,1,January,1,2024,FY2024,Q1,Yes,No,7
20240108,2024-01-08,8,Monday,2,1,January,1,2024,FY2024,Q1,No,No,8
20240109,2024-01-09,9,Tuesday,2,1,January,1,2024,FY2024,Q1,No,No,9
20240110,2024-01-10,10,Wednesday,2,1,January,1,2024,FY2024,Q1,No,No,10
20240111,2024-01-11,11,Thursday,2,1,January,1,2024,FY2024,Q1,No,No,11
20240112,2024-01-12,12,Friday,2,1,January,1,2024,FY2024,Q1,No,No,12
20240113,2024-01-13,13,Saturday,2,1,January,1,2024,FY2024,Q1,Yes,No,13
20240114,2024-01-14,14,Sunday,2,1,January,1,2024,FY2024,Q1,Yes,No,14
20240115,2024-01-15,15,Monday,3,1,January,1,2024,FY2024,Q1,No,No,15
20240116,2024-01-16,16,Tuesday,3,1,January,1,2024,FY2024,Q1,No,No,16
20240117,2024-01-17,17,Wednesday,3,1,January,1,2024,FY2024,Q1,No,No,17
20240118,2024-01-18,18,Thursday,3,1,January,1,2024,FY2024,Q1,No,No,18
20240119,2024-01-19,19,Friday,3,1,January,1,2024,FY2024,Q1,No,No,19
20240120,2024-01-20,20,Saturday,3,1,January,1,2024,FY2024,Q1,Yes,No,20
20240121,2024-01-21,21,Sunday,3,1,January,1,2024,FY2024,Q1,Yes,No,21
20240122,2024-01-22,22,Monday,4,1,January,1,2024,FY2024,Q1,No,No,22
20240123,2024-01-23,23,Tuesday,4,1,January,1,2024,FY2024,Q1,No,No,23
20240124,2024-01-24,24,Wednesday,4,1,January,1,2024,FY2024,Q1,No,No,24
20240125,2024-01-25,25,Thursday,4,1,January,1,2024,FY2024,Q1,No,No,25
20240126,2024-01-26,26,Friday,4,1,January,1,2024,FY2024,Q1,No,No,26
20240127,2024-01-27,27,Saturday,4,1,January,1,2024,FY2024,Q1,Yes,No,27
20240128,2024-01-28,28,Sunday,4,1,January,1,2024,FY2024,Q1,Yes,No,28
20240129,2024-01-29,29,Monday,5,1,January,1,2024,FY2024,Q1,No,No,29
20240130,2024-01-30,30,Tuesday,5,1,January,1,2024,FY2024,Q1,No,No,30
20240131,2024-01-31,31,Wednesday,5,1,January,1,2024,FY2024,Q1,No,No,31
20240201,2024-02-01,1,Thursday,5,2,February,1,2024,FY2024,Q1,No,Yes,32
20240202,2024-02-02,2,Friday,5,2,February,1,2024,FY2024,Q1,No,No,33
20240203,2024-02-03,3,Saturday,5,2,February,1,2024,FY2024,Q1,Yes,No,34
20240204,2024-02-04,4,Sunday,5,2,February,1,2024,FY2024,Q1,Yes,No,35
20240205,2024-02-05,5,Monday,6,2,February,1,2024,FY2024,Q1,No,No,36
20240206,2024-02-06,6,Tuesday,6,2,February,1,2024,FY2024,Q1,No,No,37
20240207,2024-02-07,7,Wednesday,6,2,February,1,2024,FY2024,Q1,No,No,38
20240208,2024-02-08,8,Thursday,6,2,February,1,2024,FY2024,Q1,No,No,39
20240209,2024-02-09,9,Friday,6,2,February,1,2024,FY2024,Q1,No,No,40
20240210,2024-02-10,10,Saturday,6,2,February,1,2024,FY2024,Q1,Yes,No,41
20240211,2024-02-11,11,Sunday,6,2,February,1,2024,FY2024,Q1,Yes,No,42
20240212,2024-02-12,12,Monday,7,2,February,1,2024,FY2024,Q1,No,No,43
20240213,2024-02-13,13,Tuesday,7,2,February,1,2024,FY2024,Q1,No,No,44
20240214,2024-02-14,14,Wednesday,7,2,February,1,2024,FY2024,Q1,No,No,45
20240215,2024-02-15,15,Thursday,7,2,February,1,2024,FY2024,Q1,No,No,46
20240216,2024-02-16,16,Friday,7,2,February,1,2024,FY2024,Q1,No,No,47
20240217,2024-02-17,17,Saturday,7,2,February,1,2024,FY2024,Q1,Yes,No,48
20240218,2024-02-18,18,Sunday,7,2,February,1,2024,FY2024,Q1,Yes,No,49
20240219,2024-02-19,19,Monday,8,2,February,1,2024,FY2024,Q1,No,No,50
20240220,2024-02-20,20,Tuesday,8,2,February,1,2024,FY2024,Q1,No,No,51
20240221,2024-02-21,21,Wednesday,8,2,February,1,2024,FY2024,Q1,No,No,52
20240222,2024-02-22,22,Thursday,8,2,February,1,2024,FY2024,Q1,No,No,53
20240223,2024-02-23,23,Friday,8,2,February,1,2024,FY2024,Q1,No,No,54
20240224,2024-02-24,24,Saturday,8,2,February,1,2024,FY2024,Q1,Yes,No,55
20240225,2024-02-25,25,Sunday,8,2,February,1,2024,FY2024,Q1,Yes,No,56
20240226,2024-02-26,26,Monday,9,2,February,1,2024,FY2024,Q1,No,No,57
20240227,2024-02-27,27,Tuesday,9,2,February,1,2024,FY2024,Q1,No,No,58
20240228,2024-02-28,28,Wednesday,9,2,February,1,2024,FY2024,Q1,No,No,59
20240229,2024-02-29,29,Thursday,9,2,February,1,2024,FY2024,Q1,No,No,60
20240301,2024-03-01,1,Friday,9,3,March,1,2024,FY2024,Q1,No,Yes,61
20240302,2024-03-02,2,Saturday,9,3,March,1,2024,FY2024,Q1,Yes,No,62
20240303,2024-03-03,3,Sunday,9,3,March,1,2024,FY2024,Q1,Yes,No,63
20240304,2024-03-04,4,Monday,10,3,March,1,2024,FY2024,Q1,No,No,64
20240305,2024-03-05,5,Tuesday,10,3,March,1,2024,FY2024,Q1,No,No,65
20240306,2024-03-06,6,Wednesday,10,3,March,1,2024,FY2024,Q1,No,No,66
20240307,2024-03-07,7,Thursday,10,3,March,1,2024,FY2024,Q1,No,No,67
20240308,2024-03-08,8,Friday,10,3,March,1,2024,FY2024,Q1,No,No,68
20240309,2024-03-09,9,Saturday,10,3,March,1,2024,FY2024,Q1,Yes,No,69
20240310,2024-03-10,10,Sunday,10,3,March,1,2024,FY2024,Q1,Yes,No,70
20240311,2024-03-11,11,Monday,11,3,March,1,2024,FY2024,Q1,No,No,71
20240312,2024-03-12,12,Tuesday,11,3,March,1,2024,FY2024,Q1,No,No,72
20240313,2024-03-13,13,Wednesday,11,3,March,1,2024,FY2024,Q1,No,No,73
20240314,2024-03-14,14,Thursday,11,3,March,1,2024,FY2024,Q1,No,No,74
20240315,2024-03-15,15,Friday,11,3,March,1,2024,FY2024,Q1,No,No,75
20240316,2024-03-16,16,Saturday,11,3,March,1,2024,FY2024,Q1,Yes,No,76
20240317,2024-03-17,17,Sunday,11,3,March,1,2024,FY2024,Q1,Yes,No,77
20240318,2024-03-18,18,Monday,12,3,March,1,2024,FY2024,Q1,No,No,78
20240319,2024-03-19,19,Tuesday,12,3,March,1,2024,FY2024,Q1,No,No,79
20240320,2024-03-20,20,Wednesday,12,3,March,1,2024,FY2024,Q1,No,No,80
20240321,2024-03-21,21,Thursday,12,3,March,1,2024,FY2024,Q1,No,No,81
20240322,2024-03-22,22,Friday,12,3,March,1,2024,FY2024,Q1,No,No,82
20240323,2024-03-23,23,Saturday,12,3,March,1,2024,FY2024,Q1,Yes,No,83
20240324,2024-03-24,24,Sunday,12,3,March,1,2024,FY2024,Q1,Yes,No,84
20240325,2024-03-25,25,Monday,13,3,March,1,2024,FY2024,Q1,No,No,85
20240326,2024-03-26,26,Tuesday,13,3,March,1,2024,FY2024,Q1,No,No,86
20240327,2024-03-27,27,Wednesday,13,3,March,1,2024,FY2024,Q1,No,No,87
20240328,2024-03-28,28,Thursday,13,3,March,1,2024,FY2024,Q1,No,No,88
20240329,2024-03-29,29,Friday,13,3,March,1,2024,FY2024,Q1,No,No,89
20240330,2024-03-30,30,Saturday,13,3,March,1,2024,FY2024,Q1,Yes,No,90
20240331,2024-03-31,31,Sunday,13,3,March,1,2024,FY2024,Q1,Yes,No,91
20240401,2024-04-01,1,Monday,14,4,April,2,2024,FY2024,Q2,No,Yes,92
20240402,2024-04-02,2,Tuesday,14,4,April,2,2024,FY2024,Q2,No,No,93
20240403,2024-04-03,3,Wednesday,14,4,April,2,2024,FY2024,Q2,No,No,94
20240404,2024-04-04,4,Thursday,14,4,April,2,2024,FY2024,Q2,No,No,95
20240405,2024-04-05,5,Friday,14,4,April,2,2024,FY2024,Q2,No,No,96
20240406,2024-04-06,6,Saturday,14,4,April,2,2024,FY2024,Q2,Yes,No,97
20240407,2024-04-07,7,Sunday,14,4,April,2,2024,FY2024,Q2,Yes,No,98
20240408,2024-04-08,8,Monday,15,4,April,2,2024,FY2024,Q2,No,No,99
20240409,2024-04-09,9,Tuesday,15,4,April,2,2024,FY2024,Q2,No,No,100
20240410,2024-04-10,10,Wednesday,15,4,April,2,2024,FY2024,Q2,No,No,101
20240411,2024-04-11,11,Thursday,15,4,April,2,2024,FY2024,Q2,No,No,102
20240412,2024-04-12,12,Friday,15,4,April,2,2024,FY2024,Q2,No,No,103
20240413,2024-04-13,13,Saturday,15,4,April,2,2024,FY2024,Q2,Yes,No,104
20240414,2024-04-14,14,Sunday,15,4,April,2,2024,FY2024,Q2,Yes,No,105
20240415,2024-04-15,15,Monday,16,4,April,2,2024,FY2024,Q2,No,No,106
20240416,2024-04-16,16,Tuesday,16,4,April,2,2024,FY2024,Q2,No,No,107
20240417,2024-04-17,17,Wednesday,16,4,April,2,2024,FY2024,Q2,No,No,108
20240418,2024-04-18,18,Thursday,16,4,April,2,2024,FY2024,Q2,No,No,109
20240419,2024-04-19,19,Friday,16,4,April,2,2024,FY2024,Q2,No,No,110
20240420,2024-04-20,20,Saturday,16,4,April,2,2024,FY2024,Q2,Yes,No,111
20240421,2024-04-21,21,Sunday,16,4,April,2,2024,FY2024,Q2,Yes,No,112
20240422,2024-04-22,22,Monday,17,4,April,2,2024,FY2024,Q2,No,No,113
20240423,2024-04-23,23,Tuesday,17,4,April,2,2024,FY2024,Q2,No,No,114
20240424,2024-04-24,24,Wednesday,17,4,April,2,2024,FY2024,Q2,No,No,115
20240425,2024-04-25,25,Thursday,17,4,April,2,2024,FY2024,Q2,No,No,116
20240426,2024-04-26,26,Friday,17,4,April,2,2024,FY2024,Q2,No,No,117
20240427,2024-04-27,27,Saturday,17,4,April,2,2024,FY2024,Q2,Yes,No,118
20240428,2024-04-28,28,Sunday,17,4,April,2,2024,FY2024,Q2,Yes,No,119
20240429,2024-04-29,29,Monday,18,4,April,2,2024,FY2024,Q2,No,No,120
20240430,2024-04-30,30,Tuesday,18,4,April,2,2024,FY2024,Q2,No,No,121
20240501,2024-05-01,1,Wednesday,18,5,May,2,2024,FY2024,Q2,No,Yes,122
20240502,2024-05-02,2,Thursday,18,5,May,2,2024,FY2024,Q2,No,No,123
20240503,2024-05-03,3,Friday,18,5,May,2,2024,FY2024,Q2,No,No,124
20240504,2024-05-04,4,Saturday,18,5,May,2,2024,FY2024,Q2,Yes,No,125
20240505,2024-05-05,5,Sunday,18,5,May,2,2024,FY2024,Q2,Yes,No,126
20240506,2024-05-06,6,Monday,19,5,May,2,2024,FY2024,Q2,No,No,127
20240507,2024-05-07,7,Tuesday,19,5,May,2,2024,FY2024,Q2,No,No,128
20240508,2024-05-08,8,Wednesday,19,5,May,2,2024,FY2024,Q2,No,No,129
20240509,2024-05-09,9,Thursday,19,5,May,2,2024,FY2024,Q2,No,No,130
20240510,2024-05-10,10,Friday,19,5,May,2,2024,FY2024,Q2,No,No,131
20240511,2024-05-11,11,Saturday,19,5,May,2,2024,FY2024,Q2,Yes,No,132
20240512,2024-05-12,12,Sunday,19,5,May,2,2024,FY2024,Q2,Yes,No,133
20240513,2024-05-13,13,Monday,20,5,May,2,2024,FY2024,Q2,No,No,134
20240514,2024-05-14,14,Tuesday,20,5,May,2,2024,FY2024,Q2,No,No,135
20240515,2024-05-15,15,Wednesday,20,5,May,2,2024,FY2024,Q2,No,No,136
20240516,2024-05-16,16,Thursday,20,5,May,2,2024,FY2024,Q2,No,No,137
20240517,2024-05-17,17,Friday,20,5,May,2,2024,FY2024,Q2,No,No,138
20240518,2024-05-18,18,Saturday,20,5,May,2,2024,FY2024,Q2,Yes,No,139
20240519,2024-05-19,19,Sunday,20,5,May,2,2024,FY2024,Q2,Yes,No,140
20240520,2024-05-20,20,Monday,21,5,May,2,2024,FY2024,Q2,No,No,141
20240521,2024-05-21,21,Tuesday,21,5,May,2,2024,FY2024,Q2,No,No,142
20240522,2024-05-22,22,Wednesday,21,5,May,2,2024,FY2024,Q2,No,No,143
20240523,2024-05-23,23,Thursday,21,5,May,2,2024,FY2024,Q2,No,No,144
20240524,2024-05-24,24,Friday,21,5,May,2,2024,FY2024,Q2,No,No,145
20240525,2024-05-25,25,Saturday,21,5,May,2,2024,FY2024,Q2,Yes,No,146
20240526,2024-05-26,26,Sunday,21,5,May,2,2024,FY2024,Q2,Yes,No,147
20240527,2024-05-27,27,Monday,22,5,May,2,2024,FY2024,Q2,No,No,148
20240528,2024-05-28,28,Tuesday,22,5,May,2,2024,FY2024,Q2,No,No,149
20240529,2024-05-29,29,Wednesday,22,5,May,2,2024,FY2024,Q2,No,No,150
20240530,2024-05-30,30,Thursday,22,5,May,2,2024,FY2024,Q2,No,No,151
20240531,2024-05-31,31,Friday,22,5,May,2,2024,FY2024,Q2,No,No,152
20240601,2024-06-01,1,Saturday,22,6,June,2,2024,FY2024,Q2,Yes,Yes,153
20240602,2024-06-02,2,Sunday,22,6,June,2,2024,FY2024,Q2,Yes,No,154
20240603,2024-06-03,3,Monday,23,6,June,2,2024,FY2024,Q2,No,No,155
20240604,2024-06-04,4,Tuesday,23,6,June,2,2024,FY2024,Q2,No,No,156
20240605,2024-06-05,5,Wednesday,23,6,June,2,2024,FY2024,Q2,No,No,157
20240606,2024-06-06,6,Thursday,23,6,June,2,2024,FY2024,Q2,No,No,158
20240607,2024-06-07,7,Friday,23,6,June,2,2024,FY2024,Q2,No,No,159
20240608,2024-06-08,8,Saturday,23,6,June,2,2024,FY2024,Q2,Yes,No,160
20240609,2024-06-09,9,Sunday,23,6,June,2,2024,FY2024,Q2,Yes,No,161
20240610,2024-06-10,10,Monday,24,6,June,2,2024,FY2024,Q2,No,No,162
20240611,2024-06-11,11,Tuesday,24,6,June,2,2024,FY2024,Q2,No,No,163
20240612,2024-06-12,12,Wednesday,24,6,June,2,2024,FY2024,Q2,No,No,164
20240613,2024-06-13,13,Thursday,24,6,June,2,2024,FY2024,Q2,No,No,165
20240614,2024-06-14,14,Friday,24,6,June,2,2024,FY2024,Q2,No,No,166
20240615,2024-06-15,15,Saturday,24,6,June,2,2024,FY2024,Q2,Yes,No,167
20240616,2024-06-16,16,Sunday,24,6,June,2,2024,FY2024,Q2,Yes,No,168
20240617,2024-06-17,17,Monday,25,6,June,2,2024,FY2024,Q2,No,No,169
20240618,2024-06-18,18,Tuesday,25,6,June,2,2024,FY2024,Q2,No,No,170
20240619,2024-06-19,19,Wednesday,25,6,June,2,2024,FY2024,Q2,No,No,171
20240620,2024-06-20,20,Thursday,25,6,June,2,2024,FY2024,Q2,No,No,172
20240621,2024-06-21,21,Friday,25,6,June,2,2024,FY2024,Q2,No,No,173
20240622,2024-06-22,22,Saturday,25,6,June,2,2024,FY2024,Q2,Yes,No,174
20240623,2024-06-23,23,Sunday,25,6,June,2,2024,FY2024,Q2,Yes,No,175
20240624,2024-06-24,24,Monday,26,6,June,2,2024,FY2024,Q2,No,No,176
20240625,2024-06-25,25,Tuesday,26,6,June,2,2024,FY2024,Q2,No,No,177
20240626,2024-06-26,26,Wednesday,26,6,June,2,2024,FY2024,Q2,No,No,178
20240627,2024-06-27,27,Thursday,26,6,June,2,2024,FY2024,Q2,No,No,179
20240628,2024-06-28,28,Friday,26,6,June,2,2024,FY2024,Q2,No,No,180
20240629,2024-06-29,29,Saturday,26,6,June,2,2024,FY2024,Q2,Yes,No,181
20240630,2024-06-30,30,Sunday,26,6,June,2,2024,FY2024,Q2,Yes,No,182
20240701,2024-07-01,1,Monday,27,7,July,3,2024,FY2024,Q3,No,Yes,183
20240702,2024-07-02,2,Tuesday,27,7,July,3,2024,FY2024,Q3,No,No,184
20240703,2024-07-03,3,Wednesday,27,7,July,3,2024,FY2024,Q3,No,No,185
20240704,2024-07-04,4,Thursday,27,7,July,3,2024,FY2024,Q3,No,No,186
20240705,2024-07-05,5,Friday,27,7,July,3,2024,FY2024,Q3,No,No,187
20240706,2024-07-06,6,Saturday,27,7,July,3,2024,FY2024,Q3,Yes,No,188
20240707,2024-07-07,7,Sunday,27,7,July,3,2024,FY2024,Q3,Yes,No,189
20240708,2024-07-08,8,Monday,28,7,July,3,2024,FY2024,Q3,No,No,190
20240709,2024-07-09,9,Tuesday,28,7,July,3,2024,FY2024,Q3,No,No,191
20240710,2024-07-10,10,Wednesday,28,7,July,3,2024,FY2024,Q3,No,No,192
20240711,2024-07-11,11,Thursday,28,7,July,3,2024,FY2024,Q3,No,No,193
20240712,2024-07-12,12,Friday,28,7,July,3,2024,FY2024,Q3,No,No,194
20240713,2024-07-13,13,Saturday,28,7,July,3,2024,FY2024,Q3,Yes,No,195
20240714,2024-07-14,14,Sunday,28,7,July,3,2024,FY2024,Q3,Yes,No,196
20240715,2024-07-15,15,Monday,29,7,July,3,2024,FY2024,Q3,No,No,197
20240716,2024-07-16,16,Tuesday,29,7,July,3,2024,FY2024,Q3,No,No,198
20240717,2024-07-17,17,Wednesday,29,7,July,3,2024,FY2024,Q3,No,No,199
20240718,2024-07-18,18,Thursday,29,7,July,3,2024,FY2024,Q3,No,No,200
20240719,2024-07-19,19,Friday,29,7,July,3,2024,FY2024,Q3,No,No,201
20240720,2024-07-20,20,Saturday,29,7,July,3,2024,FY2024,Q3,Yes,No,202
20240721,2024-07-21,21,Sunday,29,7,July,3,2024,FY2024,Q3,Yes,No,203
20240722,2024-07-22,22,Monday,30,7,July,3,2024,FY2024,Q3,No,No,204
20240723,2024-07-23,23,Tuesday,30,7,July,3,2024,FY2024,Q3,No,No,205
20240724,2024-07-24,24,Wednesday,30,7,July,3,2024,FY2024,Q3,No,No,206
20240725,2024-07-25,25,Thursday,30,7,July,3,2024,FY2024,Q3,No,No,207
20240726,2024-07-26,26,Friday,30,7,July,3,2024,FY2024,Q3,No,No,208
20240727,2024-07-27,27,Saturday,30,7,July,3,2024,FY2024,Q3,Yes,No,209
20240728,2024-07-28,28,Sunday,30,7,July,3,2024,FY2024,Q3,Yes,No,210
20240729,2024-07-29,29,Monday,31,7,July,3,2024,FY2024,Q3,No,No,211
20240730,2024-07-30,30,Tuesday,31,7,July,3,2024,FY2024,Q3,No,No,212
20240731,2024-07-31,31,Wednesday,31,7,July,3,2024,FY2024,Q3,No,No,213
20240801,2024-08-01,1,Thursday,31,8,August,3,2024,FY2024,Q3,No,Yes,214
20240802,2024-08-02,2,Friday,31,8,August,3,2024,FY2024,Q3,No,No,215
20240803,2024-08-03,3,Saturday,31,8,August,3,2024,FY2024,Q3,Yes,No,216
20240804,2024-08-04,4,Sunday,31,8,August,3,2024,FY2024,Q3,Yes,No,217
20240805,2024-08-05,5,Monday,32,8,August,3,2024,FY2024,Q3,No,No,218
20240806,2024-08-06,6,Tuesday,32,8,August,3,2024,FY2024,Q3,No,No,219
20240807,2024-08-07,7,Wednesday,32,8,August,3,2024,FY2024,Q3,No,No,220
20240808,2024-08-08,8,Thursday,32,8,August,3,2024,FY2024,Q3,No,No,221
20240809,2024-08-09,9,Friday,32,8,August,3,2024,FY2024,Q3,No,No,222
20240810,2024-08-10,10,Saturday,32,8,August,3,2024,FY2024,Q3,Yes,No,223
20240811,2024-08-11,11,Sunday,32,8,August,3,2024,FY2024,Q3,Yes,No,224
20240812,2024-08-12,12,Monday,33,8,August,3,2024,FY2024,Q3,No,No,225
20240813,2024-08-13,13,Tuesday,33,8,August,3,2024,FY2024,Q3,No,No,226
20240814,2024-08-14,14,Wednesday,33,8,August,3,2024,FY2024,Q3,No,No,227
20240815,2024-08-15,15,Thursday,33,8,August,3,2024,FY2024,Q3,No,No,228
20240816,2024-08-16,16,Friday,33,8,August,3,2024,FY2024,Q3,No,No,229
20240817,2024-08-17,17,Saturday,33,8,August,3,2024,FY2024,Q3,Yes,No,230
20240818,2024-08-18,18,Sunday,33,8,August,3,2024,FY2024,Q3,Yes,No,231
20240819,2024-08-19,19,Monday,34,8,August,3,2024,FY2024,Q3,No,No,232
20240820,2024-08-20,20,Tuesday,34,8,August,3,2024,FY2024,Q3,No,No,233
20240821,2024-08-21,21,Wednesday,34,8,August,3,2024,FY2024,Q3,No,No,234
20240822,2024-08-22,22,Thursday,34,8,August,3,2024,FY2024,Q3,No,No,235
20240823,2024-08-23,23,Friday,34,8,August,3,2024,FY2024,Q3,No,No,236
20240824,2024-08-24,24,Saturday,34,8,August,3,2024,FY2024,Q3,Yes,No,237
20240825,2024-08-25,25,Sunday,34,8,August,3,2024,FY2024,Q3,Yes,No,238
20240826,2024-08-26,26,Monday,35,8,August,3,2024,FY2024,Q3,No,No,239
20240827,2024-08-27,27,Tuesday,35,8,August,3,2024,FY2024,Q3,No,No,240
20240828,2024-08-28,28,Wednesday,35,8,August,3,2024,FY2024,Q3,No,No,241
20240829,2024-08-29,29,Thursday,35,8,August,3,2024,FY2024,Q3,No,No,242
20240830,2024-08-30,30,Friday,35,8,August,3,2024,FY2024,Q3,No,No,243
20240831,2024-08-31,31,Saturday,35,8,August,3,2024,FY2024,Q3,Yes,No,244
20240901,2024-09-01,1,Sunday,35,9,September,3,2024,FY2024,Q3,Yes,Yes,245
20240902,2024-09-02,2,Monday,36,9,September,3,2024,FY2024,Q3,No,No,246
20240903,2024-09-03,3,Tuesday,36,9,September,3,2024,FY2024,Q3,No,No,247
20240904,2024-09-04,4,Wednesday,36,9,September,3,2024,FY2024,Q3,No,No,248
20240905,2024-09-05,5,Thursday,36,9,September,3,2024,FY2024,Q3,No,No,249
20240906,2024-09-06,6,Friday,36,9,September,3,2024,FY2024,Q3,No,No,250
20240907,2024-09-07,7,Saturday,36,9,September,3,2024,FY2024,Q3,Yes,No,251
20240908,2024-09-08,8,Sunday,36,9,September,3,2024,FY2024,Q3,Yes,No,252
20240909,2024-09-09,9,Monday,37,9,September,3,2024,FY2024,Q3,No,No,253
20240910,2024-09-10,10,Tuesday,37,9,September,3,2024,FY2024,Q3,No,No,254
20240911,2024-09-11,11,Wednesday,37,9,September,3,2024,FY2024,Q3,No,No,255
