PO_Line_ID,PO_ID,Product_ID,Quantity,Unit_Cost,Line_Total
POL0001234,PO000227,P0290,62,16.13,1000.06
POL0001235,PO000228,P0418,37,15.12,559.44
POL0001236,PO000228,P0383,30,27.63,828.9
POL0001237,PO000228,P0315,34,54.6,1856.4
POL0001238,PO000228,P0295,73,11.6,846.8
POL0001239,PO000228,P0159,12,58.61,703.32
POL0001240,PO000228,P0023,44,81.32,3578.08
POL0001241,PO000228,P0440,32,15.25,488.0
POL0001242,PO000228,P0493,91,7.27,661.57
POL0001243,PO000229,P0180,92,172.49,15869.08
POL0001244,PO000229,P0156,30,237.13,7113.9
POL0001245,PO000229,P0277,10,457.96,4579.6
POL0001246,PO000229,P0399,58,434.36,25192.88
POL0001247,PO000229,P0106,1,145.08,145.08
POL0001248,PO000230,P0267,14,44.95,629.3
POL0001249,PO000230,P0043,15,44.87,673.05
POL0001250,PO000230,P0328,82,31.08,2548.56
POL0001251,PO000230,P0080,12,57.16,685.92
POL0001252,PO000230,P0227,41,24.32,997.12
POL0001253,PO000230,P0342,60,95.7,5742.0
POL0001254,PO000231,P0407,46,14.25,655.5
POL0001255,PO000231,P0311,75,199.22,14941.5
POL0001256,PO000231,P0138,14,55.62,778.68
POL0001257,PO000231,P0297,8,13.41,107.28
POL0001258,PO000232,P0141,15,20.09,301.35
POL0001259,PO000232,P0047,76,67.58,5136.08
POL0001260,PO000232,P0223,64,1447.59,92645.76
POL0001261,PO000233,P0373,94,377.15,35452.1
POL0001262,PO000233,P0427,75,441.97,33147.75
POL0001263,PO000233,P0255,133,425.17,56547.61
POL0001264,PO000233,P0311,66,191.03,12607.98
POL0001265,PO000233,P0178,14,263.36,3687.04
POL0001266,PO000233,P0325,45,319.94,14397.3
POL0001267,PO000233,P0265,43,1105.86,47551.98
POL0001268,PO000233,P0212,24,420.2,10084.8
POL0001269,PO000234,P0013,1,263476.96,263476.96
POL0001270,PO000234,P0263,32,245.47,7855.04
POL0001271,PO000234,P0168,1,765264.51,765264.51
POL0001272,PO000234,P0007,1,126932.53,126932.53
POL0001273,PO000234,P0092,1,1691613.39,1691613.39
POL0001274,PO000234,P0222,1,269000.7,269000.7
POL0001275,PO000234,P0238,1,1448603.09,1448603.09
POL0001276,PO000235,P0182,25,149.31,3732.75
POL0001277,PO000235,P0452,16,305.58,4889.28
POL0001278,PO000235,P0457,25,437.44,10936.0
POL0001279,PO000235,P0359,80,263.06,21044.8
POL0001280,PO000235,P0399,115,434.36,49951.4
POL0001281,PO000235,P0156,32,237.13,7588.16
POL0001282,PO000235,P0413,36,347.0,12492.0
POL0001283,PO000236,P0394,16,10.89,174.24
POL0001284,PO000236,P0138,11,55.62,611.82
POL0001285,PO000236,P0450,61,6.83,416.63
POL0001286,PO000237,P0389,1,72733.18,72733.18
POL0001287,PO000237,P0296,1,6347204.12,6347204.12
POL0001288,PO000237,P0018,1,152039.28,152039.28
POL0001289,PO000237,P0425,32,54.85,1755.2
POL0001290,PO000237,P0110,1,862932.06,862932.06
POL0001291,PO000237,P0008,1,1440988.83,1440988.83
POL0001292,PO000238,P0441,23,49.17,1130.91
POL0001293,PO000238,P0320,1,50.65,50.65
POL0001294,PO000238,P0154,18,50.37,906.66
POL0001295,PO000238,P0455,44,61.74,2716.56
POL0001296,PO000239,P0255,81,425.17,34438.77
POL0001297,PO000239,P0313,37,250.54,9269.98
POL0001298,PO000239,P0048,18,462.61,8326.98
POL0001299,PO000239,P0134,104,1266.98,131765.92
POL0001300,PO000239,P0075,31,417.0,12927.0
POL0001301,PO000240,P0332,54,37.8,2041.2
POL0001302,PO000240,P0214,8,7.92,63.36
POL0001303,PO000240,P0153,16,16.05,256.8
POL0001304,PO000240,P0453,49,69.83,3421.67
POL0001305,PO000240,P0344,18,5.66,101.88
POL0001306,PO000240,P0400,75,89.55,6716.25
POL0001307,PO000241,P0494,1,1444541.38,1444541.38
POL0001308,PO000241,P0473,1,125876.42,125876.42
POL0001309,PO000241,P0317,33,250.36,8261.88
POL0001310,PO000241,P0226,1,213860.72,213860.72
POL0001311,PO000242,P0107,44,635.72,27971.68
POL0001312,PO000242,P0433,110,776.17,85378.7
POL0001313,PO000242,P0045,34,350.22,11907.48
POL0001314,PO000242,P0246,34,43.62,1483.08
POL0001315,PO000242,P0443,66,287.36,18965.76
POL0001316,PO000242,P0255,56,407.35,22811.6
POL0001317,PO000242,P0429,40,443.57,17742.8
POL0001318,PO000242,P0047,33,67.58,2230.14
POL0001319,PO000243,P0240,1,14205022.41,14205022.41
POL0001320,PO000243,P0238,1,1418008.28,1418008.28
POL0001321,PO000243,P0201,54,58.6,3164.4
POL0001322,PO000243,P0008,1,1440988.83,1440988.83
POL0001323,PO000243,P0317,48,250.36,12017.28
POL0001324,PO000243,P0247,1,252767.12,252767.12
POL0001325,PO000244,P0491,1,214546.98,214546.98
POL0001326,PO000244,P0434,5,68.9,344.5
POL0001327,PO000244,P0365,1,13257784.06,13257784.06
POL0001328,PO000244,P0288,1,102971.49,102971.49
POL0001329,PO000244,P0384,1,161638.46,161638.46
POL0001330,PO000244,P0340,1,156840.33,156840.33
POL0001331,PO000244,P0474,1,932593.41,932593.41
POL0001332,PO000244,P0336,25,59.66,1491.5
POL0001333,PO000245,P0013,1,274511.39,274511.39
POL0001334,PO000245,P0160,1,312576.71,312576.71
POL0001335,PO000245,P0198,1,128916.03,128916.03
POL0001336,PO000245,P0007,1,112597.95,112597.95
POL0001337,PO000245,P0476,46,36.93,1698.78
POL0001338,PO000246,P0375,1,685993.55,685993.55
POL0001339,PO000246,P0078,1,721366.72,721366.72
POL0001340,PO000246,P0314,30,45.2,1356.0
POL0001341,PO000246,P0211,1,156948.17,156948.17
POL0001342,PO000246,P0197,1,11715603.24,11715603.24
POL0001343,PO000246,P0391,1,227948.34,227948.34
POL0001344,PO000246,P0234,1,244883.64,244883.64
POL0001345,PO000247,P0154,52,52.13,2710.76
POL0001346,PO000247,P0378,57,26.52,1511.64
POL0001347,PO000247,P0326,67,55.97,3749.99
POL0001348,PO000247,P0455,12,61.86,742.32
POL0001349,PO000247,P0202,67,68.38,4581.46
POL0001350,PO000247,P0484,42,121.88,5118.96
POL0001351,PO000247,P0364,97,150.42,14590.74
POL0001352,PO000248,P0429,37,444.14,16433.18
POL0001353,PO000248,P0262,23,475.21,10929.83
POL0001354,PO000248,P0241,12,434.85,5218.2
POL0001355,PO000249,P0278,1,16182712.54,16182712.54
POL0001356,PO000249,P0370,1,133931.7,133931.7
POL0001357,PO000249,P0220,1,7853699.02,7853699.02
POL0001358,PO000249,P0428,10,102.34,1023.4
POL0001359,PO000250,P0274,68,605.99,41207.32
POL0001360,PO000250,P0155,64,1128.29,72210.56
POL0001361,PO000250,P0253,32,222.13,7108.16
POL0001362,PO000250,P0325,11,291.99,3211.89
POL0001363,PO000251,P0168,1,744489.31,744489.31
POL0001364,PO000251,P0028,1,761586.63,761586.63
POL0001365,PO000251,P0234,1,244883.64,244883.64
POL0001366,PO000251,P0432,1,13927408.31,13927408.31
POL0001367,PO000251,P0051,1,997169.4,997169.4
POL0001368,PO000251,P0197,1,11715603.24,11715603.24
POL0001369,PO000251,P0163,1,87893.94,87893.94
POL0001370,PO000252,P0361,1,203336.59,203336.59
POL0001371,PO000252,P0391,1,237849.4,237849.4
POL0001372,PO000252,P0276,1,122752.86,122752.86
POL0001373,PO000253,P0436,17,15.81,268.77
POL0001374,PO000253,P0381,36,216.39,7790.04
POL0001375,PO000253,P0400,46,100.44,4620.24
POL0001376,PO000253,P0478,36,41.59,1497.24
POL0001377,PO000253,P0455,62,61.74,3827.88
POL0001378,PO000254,P0114,78,1261.73,98414.94
POL0001379,PO000254,P0311,65,191.03,12416.95
POL0001380,PO000254,P0294,23,545.95,12556.85
POL0001381,PO000255,P0454,20,518.59,10371.8
POL0001382,PO000255,P0327,44,17.15,754.6
POL0001383,PO000255,P0192,52,36.81,1914.12
POL0001384,PO000255,P0410,21,591.57,12422.97
POL0001385,PO000255,P0359,105,263.06,27621.3
POL0001386,PO000255,P0052,95,237.49,22561.55
POL0001387,PO000255,P0067,60,383.3,22998.0
POL0001388,PO000256,P0434,33,76.55,2526.15
POL0001389,PO000256,P0136,20,60.99,1219.8
POL0001390,PO000256,P0006,35,49.85,1744.75
POL0001391,PO000256,P0161,41,56.79,2328.39
POL0001392,PO000256,P0108,31,76.04,2357.24
POL0001393,PO000256,P0125,9,84.42,759.78
POL0001394,PO000257,P0205,9,275.33,2477.97
POL0001395,PO000257,P0298,27,84.76,2288.52
POL0001396,PO000257,P0445,34,457.58,15557.72
POL0001397,PO000257,P0073,17,530.39,9016.63
POL0001398,PO000257,P0231,37,410.93,15204.41
POL0001399,PO000257,P0045,20,350.22,7004.4
POL0001400,PO000257,P0253,15,222.13,3331.95
POL0001401,PO000257,P0265,93,1147.56,106723.08
POL0001402,PO000258,P0088,1,884116.1,884116.1
POL0001403,PO000258,P0417,1,194955.41,194955.41
POL0001404,PO000258,P0391,1,247449.78,247449.78
POL0001405,PO000258,P0335,1,1382311.31,1382311.31
POL0001406,PO000258,P0065,1,294958.42,294958.42
POL0001407,PO000258,P0189,1,803043.44,803043.44
POL0001408,PO000258,P0197,1,11609581.97,11609581.97
POL0001409,PO000259,P0458,87,566.79,49310.73
POL0001410,PO000259,P0107,53,624.7,33109.1
POL0001411,PO000259,P0134,79,1266.98,100091.42
POL0001412,PO000259,P0185,92,870.17,80055.64
POL0001413,PO000259,P0060,36,814.72,29329.92
POL0001414,PO000259,P0246,1,47.69,47.69
POL0001415,PO000260,P0440,43,15.25,655.75
POL0001416,PO000260,P0213,82,53.33,4373.06
POL0001417,PO000260,P0017,43,80.49,3461.07
POL0001418,PO000261,P0455,15,61.86,927.9
POL0001419,PO000261,P0345,65,15.99,1039.35
POL0001420,PO000261,P0378,88,26.52,2333.76
POL0001421,PO000261,P0388,16,28.25,452.0
POL0001422,PO000262,P0100,34,7.1,241.4
POL0001423,PO000262,P0297,8,13.41,107.28
POL0001424,PO000262,P0394,34,10.89,370.26
POL0001425,PO000262,P0056,111,4.94,548.34
POL0001426,PO000262,P0450,55,6.83,375.65
POL0001427,PO000262,P0068,18,7.11,127.98
POL0001428,PO000263,P0132,1,1357727.2,1357727.2
POL0001429,PO000263,P0110,1,790098.77,790098.77
POL0001430,PO000263,P0065,1,294958.42,294958.42
POL0001431,PO000263,P0482,38,184.7,7018.6
POL0001432,PO000264,P0195,9,941.58,8474.22
POL0001433,PO000264,P0009,77,574.55,44240.35
POL0001434,PO000264,P0313,30,250.54,7516.2
POL0001435,PO000265,P0455,66,61.74,4074.84
POL0001436,PO000265,P0478,38,41.59,1580.42
POL0001437,PO000265,P0259,46,221.66,10196.36
POL0001438,PO000265,P0436,12,15.81,189.72
POL0001439,PO000265,P0154,24,50.37,1208.88
POL0001440,PO000265,P0441,50,49.17,2458.5
POL0001441,PO000265,P0086,44,266.01,11704.44
POL0001442,PO000265,P0400,34,100.44,3414.96
POL0001443,PO000266,P0102,79,271.89,21479.31
POL0001444,PO000266,P0231,35,376.46,13176.1
POL0001445,PO000266,P0311,73,191.03,13945.19
POL0001446,PO000266,P0259,70,229.08,16035.6
POL0001447,PO000266,P0274,14,636.68,8913.52
POL0001448,PO000266,P0396,1,1199.73,1199.73
POL0001449,PO000266,P0261,32,584.13,18692.16
POL0001450,PO000266,P0284,62,1446.64,89691.68
POL0001451,PO000267,P0342,34,95.7,3253.8
POL0001452,PO000267,P0146,34,70.46,2395.64
POL0001453,PO000267,P0085,100,6.98,698.0
POL0001454,PO000267,P0144,21,100.78,2116.38
POL0001455,PO000267,P0080,21,57.16,1200.36
POL0001456,PO000267,P0280,5,75.54,377.7
POL0001457,PO000267,P0184,9,81.59,734.31
POL0001458,PO000268,P0064,63,532.78,33565.14
POL0001459,PO000268,P0399,97,434.36,42132.92
POL0001460,PO000268,P0343,69,159.34,10994.46
POL0001461,PO000268,P0035,30,351.44,10543.2
POL0001462,PO000269,P0024,56,33.42,1871.52
POL0001463,PO000269,P0455,18,61.86,1113.48
POL0001464,PO000269,P0326,69,55.97,3861.93
POL0001465,PO000269,P0202,96,68.38,6564.48
POL0001466,PO000269,P0484,103,121.88,12553.64
POL0001467,PO000270,P0278,1,15161369.91,15161369.91
POL0001468,PO000270,P0439,1,193455.04,193455.04
POL0001469,PO000270,P0096,1,196947.49,196947.49
POL0001470,PO000270,P0211,1,162084.06,162084.06
POL0001471,PO000270,P0160,1,311680.89,311680.89
POL0001472,PO000270,P0110,1,790098.77,790098.77
POL0001473,PO000270,P0226,1,216090.29,216090.29
POL0001474,PO000271,P0430,1,16482320.05,16482320.05
POL0001475,PO000271,P0279,1,8024840.53,8024840.53
POL0001476,PO000271,P0420,1,230604.2,230604.2
POL0001477,PO000272,P0266,1,286.1,286.1
POL0001478,PO000272,P0488,10,147.18,1471.8
POL0001479,PO000272,P0343,45,159.34,7170.3
POL0001480,PO000272,P0180,62,172.49,10694.38
POL0001481,PO000272,P0270,115,518.33,59607.95
POL0001482,PO000272,P0359,60,263.06,15783.6
POL0001483,PO000272,P0319,16,68.47,1095.52
POL0001484,PO000272,P0064,63,532.78,33565.14
POL0001485,PO000273,P0454,10,518.59,5185.9
POL0001486,PO000273,P0399,98,434.36,42567.28
POL0001487,PO000273,P0270,110,518.33,57016.3
POL0001488,PO000274,P0314,37,48.06,1778.22
POL0001489,PO000274,P0054,50,5.4,270.0
POL0001490,PO000274,P0358,9,19.65,176.85
POL0001491,PO000274,P0108,20,68.68,1373.6
POL0001492,PO000274,P0351,21,115.93,2434.53
POL0001493,PO000274,P0103,64,39.65,2537.6
POL0001494,PO000275,P0034,64,16.69,1068.16
POL0001495,PO000275,P0477,18,57.88,1041.84
POL0001496,PO000275,P0161,8,60.63,485.04
POL0001497,PO000275,P0023,55,79.18,4354.9
POL0001498,PO000275,P0221,61,14.72,897.92
POL0001499,PO000275,P0421,91,48.09,4376.19
POL0001500,PO000276,P0364,27,150.42,4061.34
POL0001501,PO000276,P0484,43,121.88,5240.84
POL0001502,PO000276,P0326,25,55.97,1399.25
POL0001503,PO000276,P0455,24,61.86,1484.64
POL0001504,PO000276,P0086,16,265.9,4254.4
POL0001505,PO000276,P0202,111,68.38,7590.18
POL0001506,PO000276,P0378,40,26.52,1060.8
POL0001507,PO000277,P0216,105,426.43,44775.15
POL0001508,PO000277,P0410,70,591.57,41409.9
POL0001509,PO000277,P0359,83,263.06,21833.98
POL0001510,PO000277,P0387,103,483.25,49774.75
POL0001511,PO000277,P0399,82,434.36,35617.52
POL0001512,PO000278,P0183,43,598.99,25756.57
POL0001513,PO000278,P0246,123,43.62,5365.26
POL0001514,PO000278,P0039,93,554.15,51535.95
POL0001515,PO000278,P0446,19,297.38,5650.22
POL0001516,PO000278,P0047,62,67.58,4189.96
POL0001517,PO000278,P0112,18,642.2,11559.6
POL0001518,PO000279,P0086,40,266.01,10640.4
POL0001519,PO000279,P0455,48,61.74,2963.52
POL0001520,PO000279,P0259,53,221.66,11747.98
POL0001521,PO000280,P0342,26,95.7,2488.2
POL0001522,PO000280,P0499,34,50.24,1708.16
POL0001523,PO000280,P0236,12,4.88,58.56
POL0001524,PO000280,P0146,21,70.46,1479.66
POL0001525,PO000280,P0442,53,112.54,5964.62
POL0001526,PO000281,P0061,1,195323.7,195323.7
POL0001527,PO000281,P0012,1,7852821.88,7852821.88
POL0001528,PO000281,P0007,1,126932.53,126932.53
POL0001529,PO000281,P0120,40,26.83,1073.2
POL0001530,PO000281,P0110,1,864824.96,864824.96
POL0001531,PO000282,P0320,1,50.65,50.65
POL0001532,PO000282,P0455,35,61.74,2160.9
POL0001533,PO000282,P0441,22,49.17,1081.74
POL0001534,PO000282,P0436,9,15.81,142.29
POL0001535,PO000282,P0381,41,216.39,8871.99
POL0001536,PO000283,P0349,4,394.27,1577.08
POL0001537,PO000283,P0026,16,242.51,3880.16
POL0001538,PO000283,P0336,75,56.41,4230.75
POL0001539,PO000283,P0277,22,457.96,10075.12
POL0001540,PO000283,P0020,11,371.51,4086.61
POL0001541,PO000283,P0035,80,351.44,28115.2
POL0001542,PO000283,P0351,22,128.03,2816.66
POL0001543,PO000283,P0067,107,383.3,41013.1
POL0001544,PO000284,P0441,40,49.17,1966.8
POL0001545,PO000284,P0320,1,50.65,50.65
POL0001546,PO000284,P0400,60,100.44,6026.4
POL0001547,PO000284,P0478,27,41.59,1122.93
POL0001548,PO000284,P0381,37,216.39,8006.43
POL0001549,PO000285,P0202,34,68.38,2324.92
POL0001550,PO000285,P0120,28,25.08,702.24
POL0001551,PO000285,P0455,23,61.86,1422.78
POL0001552,PO000286,P0226,1,216090.29,216090.29
POL0001553,PO000286,P0110,1,790098.77,790098.77
POL0001554,PO000286,P0168,1,776041.08,776041.08
POL0001555,PO000286,P0124,1,293248.23,293248.23
POL0001556,PO000286,P0391,1,247449.78,247449.78
POL0001557,PO000286,P0007,1,115484.88,115484.88
POL0001558,PO000287,P0478,59,41.59,2453.81
POL0001559,PO000287,P0455,22,61.74,1358.28
POL0001560,PO000287,P0320,1,50.65,50.65
POL0001561,PO000287,P0436,34,15.81,537.54
POL0001562,PO000287,P0259,12,221.66,2659.92
POL0001563,PO000287,P0154,16,50.37,805.92
POL0001564,PO000288,P0388,15,28.25,423.75
POL0001565,PO000288,P0455,7,61.86,433.02
POL0001566,PO000288,P0364,76,150.42,11431.92
POL0001567,PO000288,P0326,69,55.97,3861.93
POL0001568,PO000289,P0007,1,126932.53,126932.53
POL0001569,PO000289,P0071,1,1026457.46,1026457.46
POL0001570,PO000289,P0232,1,170440.95,170440.95
POL0001571,PO000290,P0120,33,25.08,827.64
POL0001572,PO000290,P0388,20,28.25,565.0
POL0001573,PO000290,P0484,34,121.88,4143.92
POL0001574,PO000290,P0345,38,15.99,607.62
POL0001575,PO000290,P0024,139,33.42,4645.38
POL0001576,PO000290,P0086,32,265.9,8508.8
POL0001577,PO000291,P0073,22,530.39,11668.58
POL0001578,PO000291,P0426,59,810.56,47823.04
POL0001579,PO000291,P0447,42,565.54,23752.68
POL0001580,PO000291,P0393,13,1449.38,18841.94
POL0001581,PO000291,P0048,23,429.36,9875.28
POL0001582,PO000291,P0272,31,1552.7,48133.7
POL0001583,PO000291,P0324,94,466.84,43882.96
POL0001584,PO000291,P0002,10,1521.68,15216.8
POL0001585,PO000292,P0026,30,242.51,7275.3
POL0001586,PO000292,P0106,1,145.08,145.08
POL0001587,PO000292,P0500,121,207.94,25160.74
POL0001588,PO000292,P0277,25,457.96,11449.0
POL0001589,PO000293,P0086,15,266.01,3990.15
POL0001590,PO000293,P0154,10,50.37,503.7
POL0001591,PO000293,P0441,31,49.17,1524.27
POL0001592,PO000293,P0320,1,50.65,50.65
POL0001593,PO000294,P0387,103,483.25,49774.75
POL0001594,PO000294,P0454,10,518.59,5185.9
POL0001595,PO000294,P0035,25,351.44,8786.0
POL0001596,PO000294,P0050,4,251.12,1004.48
POL0001597,PO000295,P0068,21,7.11,149.31
POL0001598,PO000295,P0297,9,13.41,120.69
POL0001599,PO000295,P0264,109,18.96,2066.64
POL0001600,PO000295,P0466,46,6.35,292.1
POL0001601,PO000295,P0465,13,7.62,99.06
POL0001602,PO000295,P0121,107,6.72,719.04
POL0001603,PO000295,P0366,59,9.45,557.55
POL0001604,PO000295,P0029,104,14.89,1548.56
POL0001605,PO000296,P0288,1,102971.49,102971.49
POL0001606,PO000296,P0384,1,161638.46,161638.46
POL0001607,PO000296,P0306,1,151217.4,151217.4
POL0001608,PO000296,P0168,1,765264.51,765264.51
POL0001609,PO000296,P0423,1,1182232.2,1182232.2
POL0001610,PO000297,P0121,86,6.72,577.92
POL0001611,PO000297,P0070,75,21.35,1601.25
POL0001612,PO000297,P0465,13,7.62,99.06
POL0001613,PO000297,P0469,6,21.02,126.12
POL0001614,PO000297,P0188,55,20.82,1145.1
POL0001615,PO000297,P0057,48,17.49,839.52
POL0001616,PO000298,P0462,1,151623.95,151623.95
POL0001617,PO000298,P0234,1,222726.76,222726.76
POL0001618,PO000298,P0347,1,336529.58,336529.58
POL0001619,PO000299,P0146,60,70.46,4227.6
POL0001620,PO000299,P0227,82,24.32,1994.24
POL0001621,PO000299,P0440,86,15.85,1363.1
POL0001622,PO000299,P0001,5,16.74,83.7
POL0001623,PO000299,P0186,37,62.27,2303.99
POL0001624,PO000299,P0210,1,13.93,13.93
POL0001625,PO000299,P0094,18,93.89,1690.02
POL0001626,PO000300,P0343,104,159.34,16571.36
POL0001627,PO000300,P0156,18,237.13,4268.34
POL0001628,PO000300,P0064,95,532.78,50614.1
POL0001629,PO000300,P0349,10,394.27,3942.7
POL0001630,PO000300,P0106,1,145.08,145.08
POL0001631,PO000301,P0259,48,221.66,10639.68
POL0001632,PO000301,P0441,50,49.17,2458.5
POL0001633,PO000301,P0154,29,50.37,1460.73
POL0001634,PO000301,P0086,11,266.01,2926.11
POL0001635,PO000301,P0436,37,15.81,584.97
POL0001636,PO000301,P0400,64,100.44,6428.16
POL0001637,PO000302,P0454,16,518.59,8297.44
POL0001638,PO000302,P0020,19,371.51,7058.69
POL0001639,PO000302,P0413,42,347.0,14574.0
POL0001640,PO000302,P0135,5,171.18,855.9
POL0001641,PO000302,P0182,6,149.31,895.86
POL0001642,PO000302,P0035,73,351.44,25655.12
POL0001643,PO000302,P0050,3,251.12,753.36
POL0001644,PO000303,P0383,44,27.63,1215.72
POL0001645,PO000303,P0108,40,76.04,3041.6
POL0001646,PO000303,P0395,10,68.45,684.5
POL0001647,PO000303,P0001,23,18.47,424.81
POL0001648,PO000303,P0344,76,5.5,418.0
POL0001649,PO000304,P0062,42,15.86,666.12
POL0001650,PO000304,P0167,51,24.83,1266.33
POL0001651,PO000304,P0337,38,10.26,389.88
POL0001652,PO000304,P0406,66,9.98,658.68
POL0001653,PO000304,P0394,37,10.89,402.93
POL0001654,PO000304,P0032,13,16.28,211.64
POL0001655,PO000305,P0122,1,114380.03,114380.03
POL0001656,PO000305,P0172,1,183970.29,183970.29
POL0001657,PO000305,P0018,1,150400.62,150400.62
POL0001658,PO000305,P0379,128,18.47,2364.16
POL0001659,PO000305,P0083,1,124827.91,124827.91
POL0001660,PO000305,P0403,1,152597.06,152597.06
POL0001661,PO000306,P0169,1,131953.11,131953.11
POL0001662,PO000306,P0367,3,22.51,67.53
POL0001663,PO000306,P0321,1,16310573.64,16310573.64
POL0001664,PO000306,P0095,1,149209.8,149209.8
POL0001665,PO000306,P0471,1,202534.05,202534.05
POL0001666,PO000307,P0014,1,136100.54,136100.54
POL0001667,PO000307,P0145,1,84593.91,84593.91
POL0001668,PO000307,P0335,1,1405336.51,1405336.51
POL0001669,PO000307,P0307,1,1236881.52,1236881.52
POL0001670,PO000307,P0028,1,761586.63,761586.63
POL0001671,PO000307,P0430,1,16482320.05,16482320.05
POL0001672,PO000307,P0278,1,14294933.13,14294933.13
POL0001673,PO000307,P0424,29,56.09,1626.61
POL0001674,PO000308,P0060,44,814.72,35847.68
POL0001675,PO000308,P0241,16,434.85,6957.6
POL0001676,PO000308,P0037,52,1694.15,88095.8
POL0001677,PO000308,P0133,15,509.44,7641.6
POL0001678,PO000308,P0255,120,425.17,51020.4
POL0001679,PO000309,P0241,8,434.85,3478.8
POL0001680,PO000309,P0033,16,454.96,7279.36
POL0001681,PO000309,P0193,28,607.72,17016.16
POL0001682,PO000309,P0411,98,352.76,34570.48
POL0001683,PO000309,P0324,112,415.52,46538.24
POL0001684,PO000309,P0246,1,47.69,47.69
POL0001685,PO000309,P0149,4,1481.56,5926.24
POL0001686,PO000309,P0190,73,31.99,2335.27
POL0001687,PO000310,P0054,42,6.12,257.04
POL0001688,PO000310,P0495,98,68.1,6673.8
POL0001689,PO000310,P0129,16,27.29,436.64
POL0001690,PO000310,P0239,69,100.23,6915.87
POL0001691,PO000310,P0146,64,69.75,4464.0
POL0001692,PO000311,P0362,134,18.51,2480.34
POL0001693,PO000311,P0311,45,199.22,8964.9
POL0001694,PO000311,P0100,56,7.1,397.6
POL0001695,PO000311,P0366,85,9.45,803.25
POL0001696,PO000311,P0029,35,14.89,521.15
POL0001697,PO000311,P0402,13,7.59,98.67
POL0001698,PO000311,P0285,70,12.88,901.6
POL0001699,PO000311,P0465,11,7.62,83.82
POL0001700,PO000312,P0133,76,492.74,37448.24
POL0001701,PO000312,P0015,14,216.27,3027.78
POL0001702,PO000312,P0045,23,350.22,8055.06
POL0001703,PO000312,P0262,11,495.78,5453.58
POL0001704,PO000312,P0309,31,710.83,22035.73
POL0001705,PO000313,P0278,1,15161369.91,15161369.91
POL0001706,PO000313,P0189,1,803043.44,803043.44
POL0001707,PO000313,P0482,58,184.7,10712.6
POL0001708,PO000313,P0347,1,309720.64,309720.64
POL0001709,PO000313,P0293,1,14457426.38,14457426.38
POL0001710,PO000313,P0101,1,304929.55,304929.55
POL0001711,PO000314,P0029,33,14.89,491.37
POL0001712,PO000314,P0425,15,50.19,752.85
POL0001713,PO000314,P0264,34,18.96,644.64
POL0001714,PO000314,P0469,10,21.02,210.2
POL0001715,PO000315,P0450,27,6.83,184.41
POL0001716,PO000315,P0406,63,9.98,628.74
POL0001717,PO000315,P0469,4,21.02,84.08
POL0001718,PO000315,P0100,52,7.1,369.2
POL0001719,PO000315,P0355,19,21.46,407.74
POL0001720,PO000315,P0188,39,20.82,811.98
POL0001721,PO000315,P0070,39,21.35,832.65
POL0001722,PO000316,P0279,1,8024840.53,8024840.53
POL0001723,PO000316,P0122,1,110618.64,110618.64
POL0001724,PO000316,P0030,1,298955.3,298955.3
POL0001725,PO000316,P0384,1,188291.97,188291.97
POL0001726,PO000317,P0381,12,216.39,2596.68
POL0001727,PO000317,P0455,41,61.74,2531.34
POL0001728,PO000317,P0436,32,15.81,505.92
POL0001729,PO000317,P0154,27,50.37,1359.99
POL0001730,PO000317,P0400,59,100.44,5925.96
POL0001731,PO000317,P0320,1,50.65,50.65
POL0001732,PO000317,P0259,26,221.66,5763.16
POL0001733,PO000317,P0086,37,266.01,9842.37
POL0001734,PO000318,P0122,1,114380.03,114380.03
POL0001735,PO000318,P0296,1,6979715.55,6979715.55
POL0001736,PO000318,P0322,1,12276940.4,12276940.4
POL0001737,PO000318,P0340,1,171341.58,171341.58
POL0001738,PO000318,P0251,1,305081.47,305081.47
POL0001739,PO000318,P0018,1,150400.62,150400.62
POL0001740,PO000318,P0321,1,17019700.99,17019700.99
POL0001741,PO000319,P0441,29,49.17,1425.93
POL0001742,PO000319,P0436,43,15.81,679.83
POL0001743,PO000319,P0320,1,50.65,50.65
POL0001744,PO000319,P0478,52,41.59,2162.68
POL0001745,PO000319,P0086,28,266.01,7448.28
POL0001746,PO000319,P0455,66,61.74,4074.84
POL0001747,PO000319,P0154,21,50.37,1057.77
POL0001748,PO000319,P0259,23,221.66,5098.18
POL0001749,PO000320,P0187,79,112.26,8868.54
POL0001750,PO000320,P0356,87,121.36,10558.32
POL0001751,PO000320,P0464,124,13.51,1675.24
POL0001752,PO000320,P0250,30,42.06,1261.8
POL0001753,PO000320,P0158,72,77.21,5559.12
POL0001754,PO000321,P0004,1,206391.17,206391.17
POL0001755,PO000321,P0018,1,152039.28,152039.28
POL0001756,PO000321,P0417,1,196910.89,196910.89
POL0001757,PO000321,P0119,1,132199.74,132199.74
POL0001758,PO000321,P0391,1,227948.34,227948.34
POL0001759,PO000321,P0374,1,923366.05,923366.05
POL0001760,PO000321,P0305,1,1214467.32,1214467.32
POL0001761,PO000322,P0080,21,60.46,1269.66
POL0001762,PO000322,P0442,49,104.51,5120.99
POL0001763,PO000322,P0206,8,10.1,80.8
POL0001764,PO000322,P0136,13,60.99,792.87
POL0001765,PO000322,P0415,14,16.25,227.5
POL0001766,PO000322,P0382,106,90.14,9554.84
